"","norm_avg","norm_std","c1_avg","c1_std","c2_avg","c2_std","c3_avg","c3_std","pval_norm_vs_c1","pval_norm_vs_c2","pval_norm_vs_c3","padj_norm_vs_c1","padj_norm_vs_c2","padj_norm_vs_c3"
"cg12926934",0.0180255501622149,0.00349481211376526,0.0189346006138705,0.00312501429676424,0.019518060248827,0.00317518249883741,0.0189538505205381,0.00271264012722123,0.0237480780654946,0.000349272360103736,0.0129365013129863,0.0369621391354855,0.000604393040527335,0.0212757335643328
"cg03988527",0.0646795056305434,0.0253787730725786,0.449974176225518,0.185784224610289,0.087513957100162,0.128412013342279,0.0691027345963204,0.0993320098667478,3.26405569239796e-14,1.79005108702501e-06,1.8236417087536e-07,8.11933853483993e-13,4.04795643543156e-06,8.85133414736503e-07
"cg09898060",0.0134269651505328,0.00166246437562575,0.0142746684161469,0.00204164381411907,0.0139479826463109,0.00214116114861663,0.0133845181500629,0.00170043725687337,0.0959941437006421,0.328003218119778,0.999842774674149,0.126265531895645,0.366700226999077,0.999842774674149
"cg25295726",0.116354081542985,0.0222078942013467,0.108126435791724,0.0217084462592136,0.105395868543982,0.0320761584983028,0.108107426915229,0.0464806816496094,0.170034973118248,0.0386145177737963,0.00424991676937514,0.206322924698361,0.0489445161591431,0.0079786173311854
"cg13386351",0.0296034134505531,0.00550121454380206,0.206383552726611,0.22101062966616,0.0429006829101512,0.0630451708228499,0.0336922471836412,0.0127407511263382,5.13756262530141e-05,0.769742262033362,0.0343551447644213,0.000159746087880466,0.781524031350199,0.0499027285264221
"cg20370909",0.830621020408472,0.0448575704002332,0.812823842603377,0.126193825245118,0.928049505924213,0.0407167381299558,0.834970389668051,0.103313228243819,0.00777334692680276,0,0.0246483094660427,0.0141917067746216,0,0.0368798013815225
"cg00101453",0.0153004857785011,0.00298108113747763,0.0170417737444452,0.00405478609684684,0.016046444098204,0.00317332451463429,0.0153666201470545,0.00284412172336764,0.128639716718573,0.0848202687114925,0.515515943677787,0.161001909603748,0.101682129358958,0.554527961037187
"cg25975712",0.0236574823452411,0.00753818716387654,0.112859247915132,0.155791797736837,0.0339803203378428,0.0498490296050801,0.0340816619771201,0.0259720650548098,0.00129711849366976,0.686815489859178,0.00112525986865986,0.00283655582681628,0.708167266745992,0.00243398602025338
"cg23175583",0.11281800326876,0.158837217928417,0.163474779979248,0.180541691531328,0.0845808508732649,0.153716531867962,0.118693061728076,0.167521148599756,0.275494762170197,0.467837869762198,0.375733226240542,0.320605015624966,0.514363182777223,0.422434531196994
"cg13792460",0.0269508125911326,0.00674865618196849,0.0246533192732804,0.00718960019095581,0.0266296915580218,0.00922940788315531,0.0255436617393124,0.00816234701845493,0.328707044496642,0.554799926537062,0.144414483919426,0.369563287315434,0.586002993440571,0.176309707361754
"cg06892815",0.948589712918316,0.0127658322108031,0.937188838219135,0.0448764979768054,0.949690336749399,0.0337693723364538,0.945657092627521,0.0400975871010272,0.531055249534319,0.00215473457890369,0.0397873425884289,0.571243214363943,0.00327322275726592,0.0569617350726428
"cg26993213",0.983618469939378,0.00262487167144585,0.980763091102565,0.00524782023789718,0.98203793556002,0.00302944320780697,0.981236461481199,0.00372941287303719,0.0478184965491653,0.00138054818441646,0.000621488880421239,0.0689556580672745,0.00219783270959101,0.00142156651958421
"cg06287395",0.0324274455708269,0.0056267437265239,0.0358900688204338,0.00867926464073166,0.0357764218009732,0.009008131492513,0.0367164824567706,0.0117158470588117,0.1674220770903,0.0676160365473958,0.0638815219613503,0.204398732153189,0.0825496397112378,0.0836343609888731
"cg18509826",0.0204755869343525,0.00679168551084085,0.0319655552835089,0.0177780545397317,0.0344358463072201,0.0197327179969017,0.0299361613776532,0.0136317876935656,0.000841313081260342,2.59203769559235e-12,1.45240441895567e-08,0.00192438279506676,9.21099109683711e-12,8.75843876885387e-08
"cg12678686",0.96052819010505,0.00682342942129809,0.950027656980191,0.00999174725682087,0.95050394740967,0.014470856732703,0.93221559564695,0.0390580540838524,8.65835325282172e-05,6.05998285587717e-05,1.4166445794217e-12,0.000249711927146597,0.000119399662209857,2.34926892754099e-11
"cg03599988",0.948627137851375,0.0653737318173812,0.960143609781949,0.0111045449391653,0.960316374172908,0.0181707227349003,0.958330349209833,0.020804245872288,0.335719544041713,0.103809897562724,0.211472735288335,0.375326905979219,0.122237690029479,0.247776066817546
"cg07825681",0.975341435737094,0.0106817574171591,0.794735929121415,0.210257317204349,0.978684018114121,0.0108327218602813,0.96332896641975,0.0893380570942667,3.98436442302641e-05,0.026414754127399,0.1383453022619,0.000129981724620042,0.0345824741536342,0.169942686111841
"cg06633637",0.01765648939556,0.00404884689647468,0.0188197904520736,0.00325533910550261,0.0178540888304855,0.00228860806597563,0.017013811501824,0.00202395228216627,0.0132275579959656,0.154464893372558,0.91569897331156,0.0228894264451927,0.177679270411208,0.920323715601012
"cg07700962",0.0350140651208846,0.010385665052677,0.0351217079790759,0.0119541773339504,0.0370039823210081,0.013714278233323,0.0331007531342947,0.011565817632894,0.947551367779147,0.859520815678726,0.468467144578771,0.952336980747728,0.868246915330287,0.517916454284308
"cg15837119",0.0188206567049251,0.00307159564369863,0.0189987241903047,0.00347017495035271,0.0195194861084739,0.00372322862604568,0.0183891906811838,0.003343639360861,0.834200542326818,0.625127966495867,0.498620815280171,0.851312348323265,0.647919090274362,0.539269251308446
"cg13819586",0.0919026626641594,0.0174676931341603,0.0860311911727591,0.0332083681237485,0.0817489359604384,0.0350900038059866,0.0734674347817595,0.0268273546225732,0.496101082446023,0.00154152276602737,6.00549828970731e-05,0.536544105471515,0.00237800798790269,0.000175749141125258
"cg19878597",0.0202095061612516,0.0158644647443206,0.109998846814763,0.208603630068197,0.0151405442383287,0.00920014098534253,0.0163031928226615,0.0107277169548397,0.473878146763387,0.0328732274554124,0.189401195772375,0.515310115879312,0.0422049823459811,0.225693640471273
"cg15891644",0.984277735500834,0.00549653593519309,0.982058589516671,0.00286510054641761,0.983016352280668,0.00275822163476476,0.983261543255936,0.00315967282822726,1.15437047657485e-05,7.28919943959738e-06,0.000145305895107528,4.2540689784888e-05,1.54313903029774e-05,0.000385544975018641
"cg14009729",0.950564642283147,0.14329840263655,0.922534070389124,0.114142584508203,0.963032283356916,0.0574183313384811,0.947346371135639,0.0952699153248921,0.397364953281288,6.05998285587717e-05,0.015719733403481,0.441763272083666,0.000119399662209857,0.024539459312999
"cg14963534",0.0159231092082284,0.00273044598993842,0.0173803537578606,0.00308079099545763,0.0186857843551375,0.00388580656190977,0.0168798895780304,0.00299790370668596,0.0638245467034334,2.55086188505338e-07,0.00648489587115197,0.0900786155601649,6.19050628201979e-07,0.0115222703424932
"cg25474507",0.0304137875246175,0.00901148325982195,0.0390967507523345,0.0180584296300793,0.0334984044984741,0.00610953733911439,0.0319053902749032,0.00565096923498215,0.00324935407705507,9.17250629517419e-05,0.0086909885315537,0.00653152991246422,0.000175512380071121,0.0147821086989674
"cg04568117",0.0194306019837125,0.00337134229206593,0.0222438108220233,0.00426150724225727,0.0215963178764452,0.00389003553384193,0.0206756660380524,0.00361687125613052,0.00790328545787367,0.00140796093067619,0.0595541428600979,0.0142977618737896,0.00222368432702033,0.0795387545581173
"cg21725888",0.201075917832087,0.0802439590022412,0.519197842437255,0.16439077677812,0.440920110994942,0.195465088077734,0.248274534366304,0.124336071049448,3.26405569239796e-14,0,0.00206975278607713,8.11933853483993e-13,0,0.00418386036266679
"cg10584587",0.830623570238444,0.0736581100313665,0.911115708386963,0.148329939175363,0.985931419424782,0.00430844890297606,0.913546594774031,0.175276083884019,1.48282623069207e-07,0,6.83897383169096e-14,6.86238185831911e-07,0,1.72328817882317e-12
"cg11334838",0.0326725361053253,0.00551320521519196,0.0378389589743266,0.0111839621067474,0.0375667229089527,0.00734820936947469,0.0374874021221985,0.00901106754501488,0.0843301304485984,0.000265074652690989,0.000797350469075697,0.11573583420187,0.000483943631977126,0.00175020068338048
"cg01579535",0.46142662751415,0.0413820760855336,0.625033952477684,0.149864267997902,0.669696447057631,0.124435961774102,0.449364787609009,0.182256275238951,1.5066836667188e-12,0,1.85071994333041e-05,2.72572772433674e-11,0,5.9402140116573e-05
"cg20737382",0.192543359737821,0.0658102141747666,0.501831319063985,0.310553619665003,0.393569189547142,0.298308019036835,0.24831035740892,0.218032041954416,2.32356105467346e-08,1.52033274858354e-10,0.000800343026068462,1.21681223652637e-07,4.654557184125e-10,0.00175020068338048
"cg18446690",0.0204952681094034,0.0103942407121014,0.104634789236252,0.14604607804621,0.0177230542508803,0.00925846118507472,0.0201670822355076,0.0328635387066919,0.132965106111215,0.08246171746164,0.0432495676988512,0.165375350725824,0.099453828938584,0.0610401700146908
"cg21798447",0.0183665558296913,0.00346139065761681,0.0227433733528562,0.00789290823682746,0.0200981107966501,0.0051932606434355,0.0195985718449869,0.00406505742112956,0.00363047448747034,0.0167041973093746,0.0112203576957888,0.00722464423006597,0.0226131650650717,0.0186070931788497
"cg12986659",0.984894026527122,0.00309883350420865,0.950410901048995,0.103657969503018,0.98141398393309,0.00488931735695239,0.976257780034864,0.0332244397264536,1.15437047657485e-05,1.53039636519026e-09,5.88449841076866e-07,4.2540689784888e-05,4.47865995107148e-09,2.43961496613117e-06
"cg03115072",0.0156039696422904,0.00348432551588007,0.0172316699059342,0.00361290887554825,0.0173521351150543,0.00423872815912484,0.0166753311542227,0.00410337201459728,0.0959941437006421,0.00377331871479858,0.0134141070120789,0.126265531895645,0.00560365988242476,0.0218803876672435
"cg20073320",0.781542412516229,0.125038699420539,0.968232930425693,0.0414114264592801,0.681263818767148,0.26614889126103,0.861069738711162,0.189170945664494,0,0.000391734880488492,2.89595103453166e-08,0,0.000660958428151206,1.6949831055053e-07
"cg05272960",0.553845928454264,0.0396519143265241,0.601687982678673,0.140544509336774,0.678628056765366,0.119538214447908,0.505408435058655,0.118602421530379,5.13756262530141e-05,0,0.000286838175351578,0.000159746087880466,0,0.000696107279206878
"cg12950753",0.942054647043909,0.0180527053149883,0.835719529874962,0.120319551401478,0.946681886630974,0.0570476504758634,0.904727364531498,0.140354007295652,7.32878783726854e-06,1.68338073258667e-06,0.211667996778808,2.85966427375772e-05,3.85049156074422e-06,0.247776066817546
"cg19394857",0.0222654527995695,0.00324492034790587,0.0227268112288857,0.00472980918650949,0.021900217452312,0.00322727745830997,0.0256459013571046,0.0270901046779362,0.781426058034618,0.739550902038473,0.454461724498035,0.80156590489118,0.758611492297196,0.505239570810664
"cg02310027",0.667233494589307,0.0758374406435779,0.683389463732272,0.208066902414098,0.41899423506951,0.156123193837775,0.667102601936001,0.175840790464297,0.0327083855064753,0,0.00206975278607713,0.0493103690590044,0,0.00418386036266679
"cg15760709",0.986850398956618,0.00222681278937957,0.985380862485935,0.00185572543419987,0.9863279239948,0.00234766273567392,0.982682526188149,0.0237806662189098,0.00588698297717749,0.261379492054832,0.0246483094660427,0.0113738797326051,0.293867338524924,0.0368798013815225
"cg22272277",0.0228030119750286,0.00491820047551233,0.148816614467489,0.195723593100402,0.0263655553662652,0.0172104397966518,0.025309741931063,0.0110166583869139,0.0026818279145101,0.525316666959654,0.75468239419297,0.00544575260191338,0.565070360675519,0.774132971362892
"cg14430886",0.0233088487087207,0.00416464788282119,0.0230490826624633,0.00336550670337789,0.023821116601583,0.00576112082194095,0.023747459412814,0.00474665789592319,0.736588468656645,0.606413222605262,0.569885499131789,0.759487592034572,0.631812729311241,0.606455691589444
"cg25430849",0.0212360865206817,0.0365269842140393,0.017100519769853,0.00234321874184629,0.0165017906239391,0.00322746345710068,0.0158105367560823,0.00242904530593067,0.00707407436277463,0.0549865146961201,0.730254697885751,0.0132805735678505,0.0688196001542636,0.756878567079502
"cg09167117",0.621933635105778,0.0372469341094614,0.67200551362969,0.0938833656993262,0.673910854437053,0.0821212135471004,0.606888446105215,0.0980856802120882,1.72163374909662e-05,7.14870651563615e-09,0.0159074887003863,6.11794850125405e-05,1.97582305084944e-08,0.024539459312999
"cg25935985",0.573857069629206,0.0320084283348025,0.592447219520798,0.0927570932431155,0.625454713435513,0.128000203483387,0.526793630061669,0.0938908628184823,0.0237746422580007,2.50524700207144e-07,6.76925750642265e-06,0.0369621391354855,6.16003989195042e-07,2.28319024369171e-05
"cg23654112",0.225414655654328,0.0292616175928894,0.378863690561747,0.118923641345986,0.247238289415056,0.0808394981372366,0.277494414532133,0.0713479341093502,1.70376157626606e-10,0.00120537362469275,4.42642943965232e-07,1.35619421470778e-09,0.00195015732775494,1.87416906061875e-06
"cg02544836",0.677030232573932,0.0695661713085789,0.638799913699753,0.099350050124517,0.689160500020504,0.0922370897656289,0.517645861791148,0.127157201391653,0.0237480780654946,0.0111506613462955,1.07703512775004e-10,0.0369621391354855,0.0155173539014881,1.07164995211129e-09
"cg02238504",0.872507850781752,0.0462292432744151,0.768982590051162,0.202906668271934,0.934829179677561,0.0411662031023417,0.90807417903595,0.0608752724101303,0.00531931518684337,0,2.78307210610507e-09,0.0103778796292336,0,2.21532539645963e-08
"cg00729269",0.0741770882696948,0.0197977618255339,0.066771924692413,0.0106539181475503,0.070114360878601,0.0148060516087887,0.0682824975111607,0.0137537915944631,0.0542145849696869,0.377050461004843,0.345933350331975,0.0776165640932927,0.419179004133876,0.393375638377504
"cg16449402",0.396467658708835,0.0440993277231039,0.533953539296467,0.11649339689358,0.546434661264308,0.113934214476111,0.481859130528897,0.128838430120879,4.9048627737136e-07,0,7.7779227503072e-11,2.07673977014682e-06,0,8.59892570728407e-10
"cg12259903",0.777859895789109,0.0229663646049763,0.69714328593034,0.150179775381936,0.801070977420372,0.101580752882994,0.747369505187622,0.113268913496423,0.000751619863721853,1.34336985979644e-14,0.0137603255295128,0.00173921340558894,5.24177651175473e-14,0.0220831030675245
"cg07905673",0.0649466415289676,0.0175094698066774,0.0682719974698375,0.0434184657283442,0.0429240980043462,0.0221890840150692,0.0510469861341156,0.0279602251519582,0.0144677668010239,0,7.82684333455741e-07,0.0241939965832249,0,3.05400357564103e-06
"cg09524078",0.0833875413345932,0.0150488053767044,0.110388175107813,0.0792513548465994,0.0772489526685861,0.022759393273699,0.0978310749004836,0.0242828040641588,0.202147566352658,0.00323339152470359,0.000621488880421239,0.243802216388963,0.00483793167981965,0.00142156651958421
"cg22170177",0.0714414005131393,0.0147663492352787,0.0940370238532741,0.0720307113224719,0.0631798058385578,0.0177145674486208,0.086034489612317,0.0346028436324415,0.0321281736086051,0.00871929178019404,0.0068839547160251,0.0488053934970413,0.0123938504589901,0.0121230706945929
"cg13512830",0.0848757871826066,0.028142323183585,0.115070869755633,0.0569071249364997,0.081064392735735,0.0241696075963423,0.125397414400971,0.0675971343201193,0.108640318502596,0.553038645080691,1.02815216537211e-05,0.13948015085172,0.586002993440571,3.35413575260737e-05
"cg24848349",0.0878346353200171,0.017654821206485,0.0753271971517709,0.0273213208378594,0.0675670400710444,0.0368504828580011,0.0701570185857649,0.0216566283945657,0.000536729754747944,9.2148511043888e-15,3.06379884906782e-07,0.00130255147798586,3.90160716973058e-14,1.45165707372499e-06
"cg08889347",0.693614817969443,0.0626182035679638,0.623747760441177,0.276912306291936,0.873211019208901,0.093055835766749,0.775391452470513,0.186141330808724,0.0026818279145101,0,7.05443481407997e-10,0.00544575260191338,0,6.10361968696484e-09
"cg15526941",0.328667441070921,0.0336269329682612,0.444769038270679,0.172040595380887,0.267280312921161,0.109233763710314,0.349940483476153,0.100838510324548,5.13756262530141e-05,5.93747273569534e-13,0.00206975278607713,0.000159746087880466,2.18806865630254e-12,0.00418386036266679
"cg07173112",0.62367033520198,0.0456060148115975,0.628074321780602,0.136685573112776,0.596113198421167,0.118576161332009,0.615126249365146,0.117953044340462,0.00643008920330923,8.51915196090625e-05,0.00358272630450518,0.012303728379409,0.000164593324293237,0.00679011937710982
"cg14008571",0.955447502306138,0.0109680126702675,0.900248011644912,0.117670034935782,0.950779446352249,0.0470401975588171,0.94080670984599,0.0650160596420224,0.0219457617050407,0.121756411401984,0.477714325673082,0.0352194078976056,0.142526622758793,0.52522182767372
"cg20800117",0.778898933898407,0.0464361531792757,0.749746379838227,0.154639808564008,0.900774894085344,0.0416552650508011,0.769096649315259,0.136747508103432,0.0219457617050407,0,0.0618786353351372,0.0352194078976056,0,0.0820923228779486
"cg17944110",0.0616701509195198,0.0113169939780871,0.0583184440009653,0.0116430913601511,0.0568308921417128,0.0122825921546873,0.0623825368600895,0.0204483641899987,0.473878146763387,0.0139064704392907,0.169762768536961,0.515310115879312,0.0189547097083483,0.203510788788285
"cg00660701",0.87589396132276,0.0259383366661959,0.882804774647468,0.0317825630234027,0.894274655755863,0.0250424259568838,0.875118293809857,0.0657088493046345,0.456573697996104,0.000318015054405651,0.0429472976347512,0.501978817133838,0.00055513154233969,0.0610401700146908
"cg13447099",0.768695204081262,0.0420691791773831,0.862930544496617,0.0519469420889317,0.916015597243314,0.0235427927336072,0.868748231164015,0.0625886819204796,8.21806178663564e-10,0,6.86117829218347e-14,5.45131431846831e-09,0,1.72328817882317e-12
"cg03112782",0.108591009123297,0.0148137843839852,0.10196263385688,0.0218631945382288,0.100908130099469,0.0174267004656378,0.104060931481631,0.0321630703208722,0.141474600366029,0.0108570156995833,0.00590055323380601,0.173786700449628,0.0152151135508245,0.0107725696653889
"cg09110148",0.113049198675007,0.0243499662400375,0.426298954344604,0.240451046077049,0.254515368803873,0.158505702849808,0.16386530470848,0.0854132323449,1.70376157626606e-10,0,7.67535099458483e-05,1.35619421470778e-09,0,0.000217282284831606
"cg13401071",0.818853595117767,0.0292307526910268,0.833933454537803,0.0377222637280071,0.888253676881674,0.0216576304309498,0.848440107130482,0.0476824246828177,0.00707407436277463,0,1.11513452694112e-07,0.0132805735678505,0,5.69004540669956e-07
"cg17095731",0.661137339666113,0.0565209254820471,0.778963256186218,0.109308667630972,0.78180576705575,0.148528438330858,0.74047899297378,0.117740920398738,4.87601181653474e-10,0,1.09859786823208e-08,3.34595293617384e-09,0,6.83190549306822e-08
"cg05938177",0.0652952590558062,0.0103153927328399,0.0658205160741659,0.0211694992775565,0.0603169261258184,0.01142489944991,0.0603024296645795,0.0134813749973694,0.102766484589017,0.0228128340278692,0.015522232687824,0.133663597602708,0.0302650264769731,0.024539459312999
"cg16275967",0.0693681421895516,0.0199124462165041,0.0628978349596553,0.0175765416555462,0.0629242909597459,0.0175779532325123,0.0649521711701596,0.0220069872260045,0.286899430707665,0.0324873714133354,0.356231542735056,0.331935969248985,0.0419804344886606,0.402784528433388
"cg06882058",0.47463229839735,0.0514057973442903,0.630652128562565,0.0674247819114945,0.669270720754548,0.0935989946847224,0.49630261586019,0.123039185922454,1.77635683940025e-14,0,8.6564161488889e-06,7.069900220813e-13,0,2.87104468938149e-05
"cg10952063",0.879675214634621,0.0367657539570135,0.554857774659278,0.167911859027987,0.873414692370681,0.136508705420987,0.809689392299422,0.158895805319382,2.06279437975354e-13,1.72674186060817e-08,0.000797350469075697,4.56106757301061e-12,4.58162173681368e-08,0.00175020068338048
"cg22273804",0.698869842668528,0.0560279150098873,0.567651675973245,0.226883249702683,0.900694735339612,0.0899479125201828,0.824093123598838,0.134672495254873,1.98733999435818e-05,0,2.3037127760972e-13,6.70306201486913e-05,0,4.58438842443343e-12
"cg20902975",0.588900316632697,0.0423569932960492,0.516494833286807,0.168798279331146,0.603573434069688,0.180042389370878,0.490812308421485,0.15581081173952,0.000185639053161379,0.00039192509809971,5.6360061062577e-09,0.000486081204988349,0.000660958428151206,3.88251265237177e-08
"cg00936146",0.0375626749094625,0.00663817852388896,0.203165554594795,0.25874903288629,0.0382359473849321,0.0142300758579974,0.0378003475986334,0.00881697030002258,0.0156796198250091,0.979836133628657,0.698360380184519,0.0255757733211214,0.979836133628657,0.735310664850366
"cg14260002",0.853895792393253,0.0370463607408803,0.790753280200075,0.187338224290234,0.766839449219034,0.235928262067448,0.799782318991907,0.141708115263929,0.141474600366029,2.50735292084414e-07,0.00250845538336186,0.173786700449628,6.16003989195042e-07,0.0049424021909803
"cg01226742",0.454033297746411,0.0439205690533484,0.544428767718952,0.207752577808848,0.331201340559498,0.107613533911049,0.448745207124474,0.080640706789049,0.0026818279145101,0,0.282250682569723,0.00544575260191338,0,0.324669860296964
"cg21917084",0.0898928638077092,0.0177164269285919,0.252529530934173,0.244657844597112,0.095358362153384,0.0808602070606928,0.106283698127389,0.0829331102234333,0.000426631345281758,8.35928825937415e-07,0.015719733403481,0.00106124547138837,1.95705689837113e-06,0.024539459312999
"cg07713896",0.0618892778747515,0.0175983088515117,0.211746042195354,0.168821816961603,0.0846084836335289,0.0554917776290547,0.0923921223606618,0.0417715585947429,2.21857088256172e-09,0.0134404017519221,7.30666272374947e-07,1.26141601608509e-08,0.0184457927491896,2.96739975923703e-06
"cg25304860",0.0539169342452534,0.00921366216221697,0.0490946049352519,0.0070379351565555,0.0548831053294143,0.013216994635477,0.0533280134671448,0.0198144055567816,0.0390600122776902,0.509751633167082,0.164476864665563,0.0580070331586593,0.554320081968576,0.198369067081498
"cg13237033",0.0514926932388548,0.0120151810924123,0.140443950788959,0.216974775108729,0.0476850528094998,0.0413398249707551,0.0523167772597539,0.0145268348277206,0.252864626103058,0.000169143350951639,0.730254697885751,0.297751837837329,0.000314575017190432,0.756878567079502
"cg02202483",0.951419410543781,0.00984302397789328,0.93689222004683,0.0264259082326087,0.943841721974729,0.0129100820325698,0.938638191645946,0.0242562309576294,0.0381617687488083,0.00102896813689712,0.00141250105691026,0.0570991878271643,0.00167839884625023,0.00302244849811981
"cg20827077",0.658024285616102,0.0742913660873195,0.819035191664959,0.11254886745841,0.881287642864221,0.114814337042911,0.755530761341093,0.197960685162251,2.88774115730916e-10,0,5.65793301099404e-09,2.2102326550174e-09,0,3.88251265237177e-08
"cg18587504",0.195216032119105,0.030481415592272,0.441106580458192,0.212810531329859,0.175044402538059,0.0780557861122815,0.215356366727578,0.0909227797336453,4.87601181653474e-10,8.31569059500659e-07,0.0831179584281033,3.34595293617384e-09,1.95705689837113e-06,0.106712733723823
"cg25443943",0.896536146709882,0.0489515441037971,0.840233583570294,0.114221568106235,0.841408114353272,0.13214499824939,0.750109820112485,0.146157309302651,0.0902057102897628,0.0043105340047922,2.89324120217316e-13,0.121290110457181,0.00635404642187887,5.23413635665871e-12
"cg08703718",0.101941108774553,0.0154023972603867,0.283546122315283,0.23082917673279,0.078973898107016,0.0458321701228564,0.0970041691600851,0.0704314618898752,0.000185639053161379,0,7.68586316812758e-09,0.000486081204988349,0,5.09828923485796e-08
"cg24678767",0.633305737248331,0.0410204853925795,0.6521538139504,0.0823965970395226,0.762364695874136,0.0658186442158252,0.680128431490939,0.0762238454906781,0.000938826209439414,0,1.36079437051961e-07,0.00209917320987015,0,6.76995199333508e-07
"cg15901804",0.0940366172204061,0.014020931001995,0.0860099091933745,0.0168554330908281,0.0863111761834154,0.0134669107158274,0.088762141415615,0.0162796448448561,0.117063246534547,0.000794772565252178,0.0539724355650758,0.148379529046973,0.00131799783737653,0.0735651690236307
"cg18313083",0.951457773582981,0.0128068721350377,0.941584588786392,0.0158423957047173,0.940742801299673,0.0132134563498364,0.940532796630549,0.0136705902055746,0.000930614242705019,1.23989072342567e-08,9.14178403976784e-07,0.00209917320987015,3.33430072921229e-08,3.49849043060346e-06
"cg19224278",0.297604396221529,0.0470278170494002,0.538346536475148,0.223369065370101,0.198895889640667,0.162151392353425,0.28676325917981,0.104104587497499,4.9048627737136e-07,0,0.0092261788270207,2.07673977014682e-06,0,0.0155594032760773
"cg13040392",0.606664158124271,0.069015788881958,0.711679154677385,0.18744126371091,0.612838065757497,0.202484585535311,0.62114601900184,0.164637294175275,4.9048627737136e-07,0.00436847584192079,0.0327079007127924,2.07673977014682e-06,0.00639210803339881,0.0478593547194536
"cg10755961",0.0649664418552129,0.0496509125415246,0.180810670528064,0.181563111575811,0.0574175572419639,0.0746484365058434,0.07182075675106,0.0852056901211768,0.0144677668010239,0.0980586096630663,0.751421651488966,0.0241939965832249,0.116152757874704,0.774132971362892
"cg17966071",0.908669057662547,0.0219919105308783,0.902915228157496,0.0391212414747582,0.923492174699158,0.0470286184510474,0.905865026296927,0.0518166312835293,0.649224957880954,7.14870651563615e-09,0.0286181741230171,0.679977719043736,1.97582305084944e-08,0.0421853085220771
"cg22745471",0.958752049004178,0.0186867714437668,0.943497005893004,0.0848846655818193,0.956881048408371,0.0314698457614706,0.954759177393654,0.0239460738774611,0.581721113212355,0.052151875138889,0.0259762346093583,0.619050810316891,0.0656849566622716,0.0385766469198679
