"","norm_avg","c1_avg","c2_avg","c3_avg","pval_norm_vs_c1","pval_norm_vs_c2","pval_norm_vs_c3","padj_norm_vs_c1","padj_norm_vs_c2","padj_norm_vs_c3"
"cg18075691",-0.886688500942312,-0.223155369272523,-1.08797030971261,-1.67289940326959,0.000185639053161379,0.000414504041217234,0.0014354811632844,0.000235618798243289,0.000683931668008436,0.00473708783883853
"cg18245160",-0.785061233406645,0.768032873534653,-0.679466534807547,-0.811651302123144,0,3.89815085066747e-06,0.00460581458763643,0,8.57593187146844e-06,0.0126659901160002
"cg18315960",-1.28756909634213,-0.25029220372962,-1.22510269249053,-1.53542757463066,7.32878783726854e-06,0.00564201589498092,0.00105742633308092,1.20924999314931e-05,0.00809506628410306,0.00436188362395881
"cg20585869",-3.00373315680145,-1.87869585648808,-3.79177237146336,-3.00860050549,3.98436442302641e-05,1.0280665208029e-12,0.191507144107396,5.25936103839486e-05,4.24077439831194e-12,0.26332232314767
"cg20686446",0.377686110547788,3.18985065207155,3.34050823870475,1.00005078081149,0,0,6.04592744255505e-05,0,0,0.000332526009340528
"cg20887442",0.559472350136012,3.45020657423805,3.56112012510715,1.63703483316853,0,0,3.30283955263244e-06,0,0,3.63312350789569e-05
"cg21972063",2.45342205813883,1.00049074762759,2.42912140722694,1.92594154944825,1.48282623069207e-07,0.0224544122682011,0.00573753854268733,3.49523325805988e-07,0.0296398241940255,0.0145645209160524
"cg22851252",-3.04566807632825,-3.12585177576032,-3.09367538996268,-3.02056353311663,0.280895298648081,0.270970357763251,0.666796995704622,0.289673276730834,0.279438181443353,0.666796995704622
"cg23170495",2.27899742187337,0.139958041830921,2.36992289843273,1.81988442961807,3.24057447542714e-11,0.00101139282813911,0.0607557625418312,1.52769939555851e-10,0.00158933158707575,0.100247008194022
"cg23419606",1.74313752842102,2.15354727529578,2.04194357872735,1.66288228372185,8.52532352013657e-06,1.75107542910169e-08,0.0293098341730336,1.33969369602146e-05,5.25322628730507e-08,0.0509065540900057
"cg23626762",2.28782987074941,0.601301961787049,2.17122112198714,1.90795684634456,3.26405569239796e-14,0.686750641212135,0.145403045259553,2.15427675698265e-13,0.686750641212135,0.208621760589794
"cg24655262",-0.00264888645994188,0.462870410615045,0.890859893656123,-0.138921988042158,1.70376157626606e-10,0,0.0118594770944187,6.24712577964222e-10,0,0.0244601715072386
"cg26000619",-1.970501026454,0.3054524055651,-1.95861907201373,-1.47893882190688,3.26405569239796e-14,0.00894021040605431,0.00119930608423591,2.15427675698265e-13,0.0122927893083247,0.00439745564219833
"cg26481727",-0.255660907474036,0.70375858463265,1.83875713853188,-0.162064303044553,1.14145540697219e-06,0,0.00163360832180726,2.35425177688015e-06,0,0.00490082496542177
"cg27474516",-1.94624247157828,-1.42781967416154,-2.31375465640894,-1.54445453867013,0.132721528091969,0.00028506404722084,0.136007353077937,0.141284207323708,0.00049511123990988,0.204011029616905
