"","norm_avg","c1_avg","c2_avg","c3_avg","pval_norm_vs_c1","pval_norm_vs_c2","pval_norm_vs_c3","padj_norm_vs_c1","padj_norm_vs_c2","padj_norm_vs_c3"
"cg03191116",-3.15434626032809,-3.1565006499192,-3.12302492561832,-3.10066797763094,0.419980863378511,0.245863291789646,0.493002990493173,0.464312176735132,0.277993153784883,0.536107077093669
"cg03599988",3.13353011352606,3.2128594548612,3.23712762787358,3.19920839619402,0.335719544041713,0.103809897562724,0.211472735288335,0.375326905979219,0.122237690029479,0.247776066817546
"cg03804272",-1.83065599156275,-1.37075400001772,-2.65820035252953,-2.3346256518675,0.0026818279145101,0,1.42444722683877e-10,0.00544575260191338,0,1.34983332448054e-09
"cg03851515",2.76502216493675,2.61640456626626,2.89548385093378,2.62353420935578,0.605263376629027,0.00130309458648314,0.0243218830705294,0.640677723133916,0.00209125663475924,0.0368798013815225
"cg03988527",-2.74357758526126,-0.336367375155388,-2.91973000189628,-3.19437744495962,3.26405569239796e-14,1.79005108702501e-06,1.8236417087536e-07,8.11933853483993e-13,4.04795643543156e-06,8.85133414736503e-07
"cg04141261",1.78552866373568,1.88276228757533,0.556921331824002,1.35766742883732,0.69404231335936,3.33733041202322e-12,0.00701288054810534,0.723112148473889,1.16135300609993e-11,0.0122417827111663
"cg04568117",-3.93399038152163,-3.79928707368091,-3.82849757045759,-3.87228759414353,0.00790328545787367,0.00140796093067619,0.0595541428600979,0.0142977618737896,0.00222368432702033,0.0795387545581173
"cg04588514",3.14879039798426,1.64587366490209,2.91657496847913,2.80771788939578,9.82843806340838e-11,0.000284308162551317,2.35369875656311e-05,8.89026897553758e-10,0.000514010533443062,7.3185320711884e-05
"cg05272960",0.217491465162476,0.43627580962194,0.801252465625197,0.0233521699871466,5.13756262530141e-05,0,0.000286838175351578,0.000159746087880466,0,0.000696107279206878
"cg05454076",-1.03984475606151,0.404268460615975,-0.464202072469901,-1.12535289681067,3.02975422528107e-11,2.96028505042401e-08,0.0135615610558396,4.01947393887288e-10,7.65060681862827e-08,0.0219410621960332
"cg05607246",-4.2176700702943,-4.20659133968769,-4.18256143569016,-4.17397025943076,0.934418221078504,0.0917212113211147,0.0539724355650758,0.94872054078889,0.109296533250909,0.0735651690236307
"cg05826626",-3.83480825708405,-3.68900574629921,-3.69324657711486,-3.72034108992272,0.00895116949501218,5.76755855927757e-05,0.0158585148174217,0.0157635639779418,0.000115933752858206,0.024539459312999
"cg05938177",-2.67375950733399,-2.69198183742352,-2.76283159331002,-2.76962743548145,0.102766484589017,0.0228128340278692,0.015522232687824,0.133663597602708,0.0302650264769731,0.024539459312999
"cg06230247",1.41565372848449,2.25250934928781,2.37061002181008,2.09620921940437,5.51825252159688e-12,0,3.31934479902429e-12,9.15110209831482e-11,0,4.71821153575596e-11
"cg06287395",-3.40877466647907,-3.31841573695457,-3.3220303077437,-3.30249408628223,0.1674220770903,0.0676160365473958,0.0638815219613503,0.204398732153189,0.0825496397112378,0.0836343609888731
"cg06431953",2.64398324334102,2.39942241171305,2.46328328083726,2.42986285105659,0.00116944694447441,2.15542202698371e-05,0.000228931420111156,0.0025857771327823,4.46801024343498e-05,0.000591653929897662
"cg06580523",2.34985547201147,0.906316130613984,2.45966405463439,2.03584729202486,5.86546766712104e-08,1.87108971649863e-08,0.00990298582907945,2.99289247630022e-07,4.89930070504247e-08,0.0165604552940068
"cg06633637",-4.03664369142278,-3.96663373221148,-4.01513695123978,-4.06345943332606,0.0132275579959656,0.154464893372558,0.91569897331156,0.0228894264451927,0.177679270411208,0.920323715601012
"cg06854842",-0.14844203099881,-0.896558331371996,-1.10848384734936,-0.552159078927895,4.69790539803228e-10,0,8.85640039083313e-09,3.34595293617384e-09,0,5.68523767024449e-08
"cg06882058",-0.101242869607246,0.545972727545639,0.732506363852814,-0.0272972333950624,1.77635683940025e-14,0,8.6564161488889e-06,7.069900220813e-13,0,2.87104468938149e-05
"cg06892815",2.94847272132421,2.8399048145032,3.02099490516648,2.97029638127488,0.531055249534319,0.00215473457890369,0.0397873425884289,0.571243214363943,0.00327322275726592,0.0569617350726428
"cg07173112",0.511132510185333,0.562667023400146,0.413098302549858,0.499779827324064,0.00643008920330923,8.51915196090625e-05,0.00358272630450518,0.012303728379409,0.000164593324293237,0.00679011937710982
"cg07269003",2.47942877322161,2.26353781241799,2.38981887033757,2.23753159219782,0.0902057102897628,0.0563759311133308,0.00351266906912395,0.121290110457181,0.0696820515003282,0.00672135716111218
"cg07399395",1.86360303338253,1.89068403332085,2.38691384800422,1.61912165979759,0.296245566864328,1.71529457304587e-12,0.000266524579763394,0.340768022000007,6.2062476370205e-12,0.000671372042695132
"cg07700962",-3.3590243854945,-3.36464819854562,-3.31858233958526,-3.42599384268047,0.947551367779147,0.859520815678726,0.468467144578771,0.952336980747728,0.868246915330287,0.517916454284308
"cg07713896",-2.75352633975629,-1.53353404886768,-2.52648378419557,-2.37380445687701,2.21857088256172e-09,0.0134404017519221,7.30666272374947e-07,1.26141601608509e-08,0.0184457927491896,2.96739975923703e-06
"cg07824907",1.86412700063064,1.13818327250232,1.33224305929168,0.733968295088311,1.93321286090509e-07,1.18231868739826e-10,6.92779167366098e-14,8.74339453000255e-07,3.79486159342346e-10,1.72328817882317e-12
"cg07825681",3.75536845982449,2.12156666584484,3.88951523052188,3.64366071534627,3.98436442302641e-05,0.026414754127399,0.1383453022619,0.000129981724620042,0.0345824741536342,0.169942686111841
"cg07905673",-2.70409033106606,-2.74630231762271,-3.15860424782317,-2.99232345279936,0.0144677668010239,0,7.82684333455741e-07,0.0241939965832249,0,3.05400357564103e-06
"cg08525845",-1.13723705099752,-0.0586990540768919,-0.57377828267853,-0.741904463146029,9.82843806340838e-11,3.38484795747718e-12,4.42642943965232e-07,8.89026897553758e-10,1.16135300609993e-11,1.87416906061875e-06
"cg08703718",-2.18719045940313,-1.27011461396273,-2.54492078905151,-2.35801816652476,0.000185639053161379,0,7.68586316812758e-09,0.000486081204988349,0,5.09828923485796e-08
"cg08889347",0.834581402452402,0.769189745179598,2.13049422598535,1.45998240418779,0.0026818279145101,0,7.05443481407997e-10,0.00544575260191338,0,6.10361968696484e-09
"cg09110148",-2.08301948453834,-0.415311034511938,-1.22107943906305,-1.75029535149308,1.70376157626606e-10,0,7.67535099458483e-05,1.35619421470778e-09,0,0.000217282284831606
"cg09167117",0.50146928772756,0.739895963363104,0.750122425116279,0.446856660323444,1.72163374909662e-05,7.14870651563615e-09,0.0159074887003863,6.11794850125405e-05,1.97582305084944e-08,0.024539459312999
"cg09343544",-2.17455347930568,-2.10051034831669,-2.10798341302042,-2.15954476498197,0.213779444925649,0.0557593464983871,0.868808427318267,0.253226842501215,0.0693506872073689,0.886630138647873
"cg09524078",-2.41364442468289,-2.21878080283751,-2.51976071865095,-2.25475239539574,0.202147566352658,0.00323339152470359,0.000621488880421239,0.243802216388963,0.00483793167981965,0.00142156651958421
"cg09556823",2.99013704039476,2.81249289849891,2.89391468764778,2.94955993160994,0.108640318502596,0.0228128340278692,0.238044929223415,0.13948015085172,0.0302650264769731,0.277023046289237
"cg09560533",1.28187296407933,0.40367689804372,1.80724490918305,1.41956759529958,1.48282623069207e-07,1.34336985979644e-14,6.75881503409137e-06,6.86238185831911e-07,5.24177651175473e-14,2.28319024369171e-05
"cg09817427",-1.46439133679787,-1.40691860966789,-1.77044113243702,-1.51554654786619,0.000751619863721853,7.50505513291699e-09,0.000534408060834601,0.00173921340558894,2.04589859102806e-08,0.00125114357771865
"cg09898060",-4.30429177848974,-4.24393978653876,-4.26896637447519,-4.3082459921967,0.0959941437006421,0.328003218119778,0.999842774674149,0.126265531895645,0.366700226999077,0.999842774674149
"cg09936190",-2.42090883904939,-2.51355981664698,-2.52724285980826,-2.56619916178636,0.00755657532330833,0.000154984557256488,3.78530563798218e-05,0.0139236897160959,0.000293732637086106,0.000112429227157978
"cg10242602",-1.5881992327882,0.303547686365869,-1.27213662648424,-0.968077809843918,3.26405569239796e-14,0.0172059947581588,3.26108098303024e-07,8.11933853483993e-13,0.0231350875464432,1.47489799005231e-06
"cg10584587",1.71140574215645,3.33415079239765,4.28077968760711,3.5413644723739,1.48282623069207e-07,0,6.83897383169096e-14,6.86238185831911e-07,0,1.72328817882317e-12
"cg10592171",-0.616300499803629,-0.427924820936112,-0.742759308348739,-0.737855497164063,0.00243984263595654,1.65636501736621e-07,0.000654572956386601,0.00516519877186543,4.1723625120997e-07,0.0014802274809197
"cg10687420",2.52650537522264,1.41049701275764,2.36370219325998,2.1851195318912,0.000185639053161379,0.515949444952404,0.0501272540232313,0.000486081204988349,0.558010541008306,0.0692730802126599
"cg10692118",-2.48906600466769,-1.56257191379785,-2.46156251891097,-2.51049280845303,7.32878783726854e-06,0.480745138857619,0.57548618668133,2.85966427375772e-05,0.525649904575089,0.609158250795663
"cg10755961",-2.83510381109107,-1.97467487729367,-2.98233177858501,-2.8317476263863,0.0144677668010239,0.0980586096630663,0.751421651488966,0.0241939965832249,0.116152757874704,0.774132971362892
"cg10911283",1.89957243054685,0.631165928229282,1.78402654770858,1.63296513359905,5.69949232254174e-09,0.556555606835517,0.00204211668142107,3.15055270051613e-08,0.586002993440571,0.00418386036266679
"cg10918735",-1.85089359406087,-0.320835421105534,-1.82345950050765,-1.7638049665069,1.3541296972619e-09,3.1776968381414e-05,0.04357359998043,8.42099405484742e-09,6.51919248237256e-05,0.06106441124018
"cg10952063",2.04297134897481,0.287895692312578,2.30485531337239,1.72014874676893,2.06279437975354e-13,1.72674186060817e-08,0.000797350469075697,4.56106757301061e-12,4.58162173681368e-08,0.00175020068338048
"cg11334838",-3.40055931339769,-3.27521105169689,-3.26175219739467,-3.26989613852091,0.0843301304485984,0.000265074652690989,0.000797350469075697,0.11573583420187,0.000483943631977126,0.00175020068338048
"cg11340371",-2.1593560168302,-2.18282513334734,-2.16540996056581,-2.07689678491515,0.0321281736086051,0.000306030117972256,0.00263174207918293,0.0488053934970413,0.00053893799536707,0.00513447719370003
"cg11368900",2.71677287445264,1.84940379124671,2.75157346982673,2.51398116599786,1.98733999435818e-05,0.00554039750178903,0.119224340979035,6.70306201486913e-05,0.00798941378881172,0.149217885879421
"cg12255774",1.37018293932037,1.58050072529885,1.75101004495436,1.40250043893914,0.00144941144258492,0,0.00249115778676634,0.00310142878574624,0,0.0049424021909803
"cg12259903",1.25799991698332,0.919941392483548,1.48796656358493,1.15060879796878,0.000751619863721853,1.34336985979644e-14,0.0137603255295128,0.00173921340558894,5.24177651175473e-14,0.0220831030675245
"cg12387106",2.42118438171927,2.08729432860421,2.30981510406049,2.21523453186543,6.65120016659637e-05,0.0299715634296766,0.0740936169429004,0.000200543762598891,0.0389826217157231,0.0963701292263868
"cg12527909",3.52199571145077,3.21834199038623,3.27209133551734,3.3318442492245,0.000162579479991987,1.27609034450415e-10,6.26962201446535e-05,0.000455680514343737,4.03082505644963e-10,0.000180819533460667
"cg12678686",3.20544466716725,2.96502816412102,2.99237939457479,2.72242543868036,8.65835325282172e-05,6.05998285587717e-05,1.4166445794217e-12,0.000249711927146597,0.000119399662209857,2.34926892754099e-11
"cg12702615",1.73215389188632,1.67277431889489,2.26634250377518,1.87145754007375,0.0964440243625029,0,3.26108098303024e-07,0.126265531895645,0,1.47489799005231e-06
"cg12793803",0.188544727280372,0.637222383030636,1.35362709926202,0.206089529735138,1.70376157626606e-10,0,0.000436211892303806,1.35619421470778e-09,0,0.00103340674486259
"cg12926934",-4.01402507213519,-3.96115816262948,-3.92899510254945,-3.95673521442441,0.0237480780654946,0.000349272360103736,0.0129365013129863,0.0369621391354855,0.000604393040527335,0.0212757335643328
"cg12950753",2.83698038402502,1.95244593265754,3.11516586813701,2.56760085735798,7.32878783726854e-06,1.68338073258667e-06,0.211667996778808,2.85966427375772e-05,3.85049156074422e-06,0.247776066817546
"cg12956209",-3.11300274863316,-3.09074977622144,-3.07778778640832,-3.10811010074587,0.311224400100529,0.0793747673533575,0.569885499131789,0.351895770568211,0.0963145042885252,0.606455691589444
"cg12986659",4.19503627950371,3.63402867472067,3.99650085603369,3.90535927049856,1.15437047657485e-05,1.53039636519026e-09,5.88449841076866e-07,4.2540689784888e-05,4.47865995107148e-09,2.43961496613117e-06
"cg13023210",-2.06939881359251,-1.08913605787979,-1.94669487964944,-1.94667486178695,2.21857088256172e-09,0.157656825439062,0.0575275444222596,1.26141601608509e-08,0.18030866817456,0.0778774240818344
"cg13040392",0.442459816140899,1.01659223073887,0.55913606343369,0.557847913509958,4.9048627737136e-07,0.00436847584192079,0.0327079007127924,2.07673977014682e-06,0.00639210803339881,0.0478593547194536
"cg13206013",2.42540627597085,1.88272399608638,2.6926037883409,2.30980139828208,0.0156796198250091,3.11923166285144e-06,0.407106374429008,0.0255757733211214,6.82117693304875e-06,0.455135778153779
"cg13237033",-2.93794549370004,-2.44205954382051,-3.06162134319888,-2.92846212431867,0.252864626103058,0.000169143350951639,0.730254697885751,0.297751837837329,0.000314575017190432,0.756878567079502
"cg13386351",-3.50555828771911,-2.03043478091972,-3.36544602913253,-3.39664309307524,5.13756262530141e-05,0.769742262033362,0.0343551447644213,0.000159746087880466,0.781524031350199,0.0499027285264221
"cg13401071",1.52134188533318,1.63542580592645,2.09160196392932,1.76518301100548,0.00707407436277463,0,1.11513452694112e-07,0.0132805735678505,0,5.69004540669956e-07
"cg13441058",0.743906488373063,1.72327523598076,1.9825266456044,1.0244743537108,9.72835145773843e-11,0,2.35369875656311e-05,8.89026897553758e-10,0,7.3185320711884e-05
"cg13447099",1.21532574546528,1.91019792655046,2.42662293838134,1.98322330631,8.21806178663564e-10,0,6.86117829218347e-14,5.45131431846831e-09,0,1.72328817882317e-12
"cg13466809",0.672640596865928,1.27123775949353,1.66082661357182,1.33354208797217,2.11570582597798e-06,0,1.08801856413265e-13,8.59235631366566e-06,0,2.40572993624887e-12
"cg13480619",-3.41667475762462,-3.43684426296072,-3.44072027737635,-3.45515324271258,0.709645446647559,0.758908507059922,0.481996373262668,0.735517936889918,0.774475861050894,0.527018012523467
"cg13512830",-2.42203515973231,-2.1423871962455,-2.46840072302235,-2.05501034036561,0.108640318502596,0.553038645080691,1.02815216537211e-05,0.13948015085172,0.586002993440571,3.35413575260737e-05
"cg13751113",1.43013831335775,0.964616551483633,1.59216288303752,0.645082071193403,0.00144941144258492,0.134886855365168,1.07703512775004e-10,0.00310142878574624,0.156060954753886,1.07164995211129e-09
"cg13792460",-3.61447108691051,-3.71595135976329,-3.64061375273787,-3.68227541459522,0.328707044496642,0.554799926537062,0.144414483919426,0.369563287315434,0.586002993440571,0.176309707361754
"cg13819586",-2.30952644870615,-2.44814115265297,-2.52231601408111,-2.60187428120847,0.496101082446023,0.00154152276602737,6.00549828970731e-05,0.536544105471515,0.00237800798790269,0.000175749141125258
"cg13931277",1.69675547925802,1.56404252689401,2.10831818415581,1.92656567348431,0.0478184965491653,1.64313007644523e-13,6.75881503409137e-06,0.0689556580672745,6.16948840023776e-13,2.28319024369171e-05
"cg14008571",3.09685554232684,2.6194100304586,3.09400361427102,2.96112848500319,0.0219457617050407,0.121756411401984,0.477714325673082,0.0352194078976056,0.142526622758793,0.52522182767372
"cg14009729",3.46481699043462,3.1567335550833,3.69662639792355,3.53182853838315,0.397364953281288,6.05998285587717e-05,0.015719733403481,0.441763272083666,0.000119399662209857,0.024539459312999
"cg14221264",-3.35583294017651,-3.10728148443597,-3.11271511946514,-3.1746082931305,7.71985559082644e-05,7.65148944203986e-10,0.000175814657684681,0.000229291233220069,2.27260656562079e-09,0.000460356801042783
"cg14260002",1.7936895237992,1.57996297841836,1.59653889596817,1.57139323267297,0.141474600366029,2.50735292084414e-07,0.00250845538336186,0.173786700449628,6.16003989195042e-07,0.0049424021909803
"cg14400120",2.22862673300539,2.08229135576151,2.13841902337305,2.15726102098199,0.0409584743283143,0.000935854628621779,0.0778756297173919,0.0603758251209967,0.00153913281897301,0.100631495543903
"cg14430886",-3.74855071111178,-3.75687324187343,-3.73518769423235,-3.73194742480706,0.736588468656645,0.606413222605262,0.569885499131789,0.759487592034572,0.631812729311241,0.606455691589444
"cg14477263",4.4543756666329,4.27906692327524,4.30599721284687,4.35555782338894,0.00933699051612102,0.00028720137737448,0.0493909003289851,0.0162987816904218,0.000514010533443062,0.0687327913669093
"cg14692453",2.60261161428875,2.15510990378891,2.65321978052378,2.35361535064381,0.0156796198250091,0.00150678590880615,0.136443933295912,0.0255757733211214,0.00236102673899547,0.168648091465134
"cg14963534",-4.13709648911119,-4.04963445332671,-3.98053400829164,-4.08078232785331,0.0638245467034334,2.55086188505338e-07,0.00648489587115197,0.0900786155601649,6.19050628201979e-07,0.0115222703424932
"cg15526941",-0.718067378040244,-0.247926585333077,-1.06800618473475,-0.650529212443391,5.13756262530141e-05,5.93747273569534e-13,0.00206975278607713,0.000159746087880466,2.18806865630254e-12,0.00418386036266679
"cg15760709",4.33127376784238,4.21866074997091,4.29248446142949,4.19825542463678,0.00588698297717749,0.261379492054832,0.0246483094660427,0.0113738797326051,0.293867338524924,0.0368798013815225
"cg15837119",-3.96766138638319,-3.96002942791877,-3.93443001209304,-3.99475223784116,0.834200542326818,0.625127966495867,0.498620815280171,0.851312348323265,0.647919090274362,0.539269251308446
"cg15891644",4.17403950188437,4.01340489551046,4.07123583308185,4.09018151480511,1.15437047657485e-05,7.28919943959738e-06,0.000145305895107528,4.2540689784888e-05,1.54313903029774e-05,0.000385544975018641
"cg15901804",-2.27651157433504,-2.38305558414145,-2.37178544456321,-2.34626987223136,0.117063246534547,0.000794772565252178,0.0539724355650758,0.148379529046973,0.00131799783737653,0.0735651690236307
"cg15978017",0.514606972008484,0.604786030677466,1.52994966546328,0.903620169883786,0.00847466129897645,0,5.65793301099404e-09,0.0150576571294314,0,3.88251265237177e-08
"cg16275967",-2.64056768946913,-2.74017665232214,-2.74179720878155,-2.72489122636143,0.286899430707665,0.0324873714133354,0.356231542735056,0.331935969248985,0.0419804344886606,0.402784528433388
"cg16449402",-0.423338690991653,0.14465531639373,0.198936739213726,-0.0842298627922419,4.9048627737136e-07,0,7.7779227503072e-11,2.07673977014682e-06,0,8.59892570728407e-10
"cg16682276",-2.39242250641482,-1.00415152487362,-2.41156562387454,-1.85075171863797,0.000426631345281758,0.597624261192907,1.82754639688198e-06,0.00106124547138837,0.62593277882836,6.86191949017953e-06
"cg17029168",-2.26437572608604,-0.763679617471225,-2.27930832690122,-2.23632885360519,9.82843806340838e-11,4.43242040878422e-05,0.00208141796936689,8.89026897553758e-10,9.00052715661286e-05,0.00418386036266679
"cg17095731",0.678591684979318,1.32714712300243,1.43532889482151,1.12046567328225,4.87601181653474e-10,0,1.09859786823208e-08,3.34595293617384e-09,0,6.83190549306822e-08
"cg17155907",-4.38658846495875,-4.35718001736513,-4.38110089557395,-4.41033960723377,0.0735053579177747,0.0354527096828704,0.321012788984202,0.102290672906554,0.0452249309416103,0.367135316137104
"cg17410394",2.18782229497588,2.04027870702998,2.42293252625564,2.27634212681712,0.0735053579177747,5.71942493365896e-12,0.000278264622770918,0.102290672906554,1.92909417253921e-11,0.000683637776931022
"cg17944110",-2.73703080154283,-2.80141155418029,-2.8294686635627,-2.75049491267202,0.473878146763387,0.0139064704392907,0.169762768536961,0.515310115879312,0.0189547097083483,0.203510788788285
"cg17966071",2.32492980758051,2.29332565204039,2.57852616729039,2.36749878671341,0.649224957880954,7.14870651563615e-09,0.0286181741230171,0.679977719043736,1.97582305084944e-08,0.0421853085220771
"cg18268988",-2.21883184346727,-1.97352213395964,-2.15487645450213,-1.94896095425383,0.117063246534547,0.45059902087283,0.000278264622770918,0.148379529046973,0.498162250853851,0.000683637776931022
"cg18313083",3.00424539024862,2.81045006610458,2.78791208503369,2.78557231664843,0.000930614242705019,1.23989072342567e-08,9.14178403976784e-07,0.00209917320987015,3.33430072921229e-08,3.49849043060346e-06
"cg18446690",-3.98107502779471,-3.11547788001907,-4.11213862696139,-4.11581905761577,0.132965106111215,0.08246171746164,0.0432495676988512,0.165375350725824,0.099453828938584,0.0610401700146908
"cg18509826",-3.90404908682001,-3.52054623270887,-3.45670747386727,-3.56526487676799,0.000841313081260342,2.59203769559235e-12,1.45240441895567e-08,0.00192438279506676,9.21099109683711e-12,8.75843876885387e-08
"cg18587504",-1.42777558944315,-0.295465729899794,-1.6271673328771,-1.35858076480283,4.87601181653474e-10,8.31569059500659e-07,0.0831179584281033,3.34595293617384e-09,1.95705689837113e-06,0.106712733723823
"cg18718647",0.64446803629783,0.596919813557991,0.838562941663974,0.227604561483474,0.53884264513385,0.00156967754854132,1.003067368055e-07,0.57650369022385,0.00240281409353632,5.2662707249696e-07
"cg18954051",2.97278993891699,2.69510384534185,2.79622782357551,2.8088559353768,0.000673352516629144,0.000156697629928759,3.78530563798218e-05,0.0016144235037253,0.000294177625998331,0.000112429227157978
"cg19039586",-1.54412285019133,-0.968804993971553,-2.20830207964636,-1.94658007072066,0.00846660737656502,1.34336985979644e-14,1.00561953542133e-07,0.0150576571294314,5.24177651175473e-14,5.2662707249696e-07
"cg19224278",-0.868601966190192,0.146617303367003,-1.59662337211188,-0.957284769245493,4.9048627737136e-07,0,0.0092261788270207,2.07673977014682e-06,0,0.0155594032760773
"cg19310162",0.722205330152365,1.42903416281153,1.82532872481575,0.991994631802348,3.24057447542714e-11,0,2.21944684852815e-12,4.0304645038125e-10,0,3.39746094505463e-11
"cg19380499",-2.18965620667357,-1.05522759008046,-2.96658127185997,-2.03817000511472,9.62206314858438e-06,2.77348810584499e-09,0.0638815219613503,3.68228955109287e-05,7.99890047917613e-09,0.0836343609888731
"cg19394857",-3.79201090423471,-3.78095611045073,-3.80908251378333,-3.74605152194745,0.781426058034618,0.739550902038473,0.454461724498035,0.80156590489118,0.758611492297196,0.505239570810664
"cg19744952",-3.15193274135168,-2.31039606744454,-2.95656310794186,-3.01135256786074,1.31506380451896e-07,0.000289292360530768,0.00206975278607713,6.54244242748181e-07,0.000514010533443062,0.00418386036266679
"cg19878597",-4.03304485580847,-3.40775868317374,-4.23261521517994,-4.18148221726033,0.473878146763387,0.0328732274554124,0.189401195772375,0.515310115879312,0.0422049823459811,0.225693640471273
"cg19979750",-0.183315694074134,0.912115400632111,0.70489120108084,0.483924914339662,9.72835145773843e-11,1.0325074129014e-14,1.61451629843157e-10,8.89026897553758e-10,4.28060364932037e-14,1.46040337903583e-09
"cg20073320",1.43711953499352,3.67890342616044,1.33129128999384,2.5958369182334,0,0.000391734880488492,2.89595103453166e-08,0,0.000660958428151206,1.6949831055053e-07
"cg20210151",2.82381451549918,2.56240199705153,2.64336187515468,2.52979099387602,6.38527985366011e-05,4.01400901384186e-06,2.43415361023125e-06,0.000195487798596671,8.58911606187666e-06,8.97030682288923e-06
"cg20370909",1.62384121524493,1.6518871045313,2.72503468279307,1.76392790872016,0.00777334692680276,0,0.0246483094660427,0.0141917067746216,0,0.0368798013815225
"cg20640374",0.986906824647201,2.37373390112982,3.0813949340747,2.51734818647671,0,0,6.83897383169096e-14,0,0,1.72328817882317e-12
