"","tumor_cl1_avg","tumor_cl2_avg","norm_cl3_avg","tumor_cl3_avg"
"cg00067126",0.0586349612090068,0.126496189478615,0.114941653784026,0.0702243968715724
"cg00067414",0.158679596862727,0.0853060448743318,0.117893051771695,0.0722499119529091
"cg00067471",0.104707118480191,0.161781385398325,0.210054646714279,0.147386621254075
"cg00071265",0.193205494064342,0.291970870479717,0.217161691037725,0.191649266541384
"cg00071950",0.395759003427631,0.0828855185163497,0.0911099595350936,0.105303723450912
"cg00072288",0.275547946608416,0.0847045423169701,0.100861365036855,0.133641511350925
"cg00073090",0.234881038565548,0.148700324422282,0.423558826296061,0.256083869296686
"cg00073460",0.573261731834837,0.204513511530112,0.413072483890925,0.328138387050785
"cg00078025",0.616871908404096,0.368230537138736,0.289243876461067,0.215833845764017
"cg00078221",0.470977114453213,0.0729018666006399,0.0867064200573821,0.0895546256161055
"cg00080972",0.302454740954171,0.109532978785283,0.125385598320684,0.166278104975969
"cg00081574",0.714779949208764,0.0548506388198861,0.0491032244407671,0.0555884185125932
"cg00085434",0.616085237220812,0.64350365705477,0.46709848567853,0.472044433709789
"cg00085448",0.590985166799572,0.405851651192457,0.386829207921003,0.261833613361215
"cg00085493",0.65022207117532,0.671097237209068,0.394387771004009,0.386023403856737
"cg00088042",0.0873982291079795,0.0583841453144169,0.162536640171236,0.0796740252301257
"cg00089224",0.367728529232382,0.046762101649361,0.0475305950379395,0.0441878060625669
"cg00089464",0.300460257420007,0.0602057692523203,0.0614178579673538,0.0725423433210239
"cg00091483",0.0942033794472172,0.0435362451749043,0.040218917566794,0.0410838538505461
"cg00092518",0.706328603605869,0.199028385039182,0.0903586816243659,0.0895915523652245
"cg00093058",0.315517095647502,0.0585800402208511,0.0540151366075438,0.0546736123294173
"cg00094851",0.162895502121563,0.0876971197729891,0.0936564496904596,0.0923584423720848
"cg00095165",0.622645462949183,0.339749189705015,0.347231983683514,0.379643276916553
"cg00095608",0.0289248195704495,0.0224876141756252,0.0196376770456434,0.0219753032018962
"cg00100399",0.525496749260801,0.112294401637488,0.110754261947748,0.124481951056148
"cg00102920",0.0577936485058931,0.0576588206086451,0.0874778658634795,0.0617902678307569
"cg00104267",0.0729197433435425,0.040303284733646,0.0380947159004206,0.0402747434776457
"cg00104845",0.544653129522521,0.169065849826168,0.0494145822623568,0.151704467105117
"cg00105025",0.486566605577949,0.253744197619707,0.255496860455613,0.242046947059288
"cg00106744",0.166228729464089,0.147316765926748,0.11504741766223,0.135744952387449
"cg00107782",0.352559503396177,0.0552917170330644,0.0472605103742254,0.100575589988123
"cg00110688",0.0588695205480793,0.0676064486817056,0.0994081071123083,0.103276710808712
"cg00111359",0.141738347346713,0.0582420431765814,0.0543470607075381,0.0587249515052041
"cg00112780",0.0241773359754847,0.0309647456580934,0.0203833093966264,0.0192150651246437
"cg00113050",0.242948446400411,0.105103983178772,0.0841132382011285,0.0748335243502271
"cg00114008",0.128090195083958,0.0323966016992963,0.021262322124245,0.0263317748379896
"cg00114944",0.450322739941227,0.0387777832456228,0.0401812591974076,0.0398331568822327
"cg00115040",0.571489206933846,0.0306399580960799,0.0287529387485268,0.0292834355770272
"cg00115178",0.449171944743935,0.0901673889664182,0.381156241901114,0.229104361253316
"cg00115511",0.252732603826613,0.112064414401962,0.145564414689669,0.167486067150799
"cg00116058",0.0366475927560983,0.0417929845963494,0.0241859191724274,0.037309952032455
"cg00117651",0.300153526667331,0.0337292269467753,0.0250097042605092,0.0462971365887795
"cg00119314",0.781596779706651,0.76280345333688,0.463909088266561,0.594730564211864
"cg00119896",0.566695976945953,0.257866961498058,0.29697088263811,0.224434368895586
"cg00120948",0.189387584252121,0.107559001406875,0.0535845962237535,0.0755267277511514
"cg00121533",0.0420661578907055,0.0685095881522354,0.0925157072017982,0.0868882729292173
"cg00121634",0.179199004436711,0.0957637536072179,0.0504725594749531,0.0838008061277922
"cg00123512",0.589432291560674,0.0671255639166502,0.0627225082758082,0.0683656838185002
"cg00124375",0.24456163633405,0.0592461257064936,0.0622263079975709,0.171103236398845
"cg00125306",0.229305244978886,0.0422847343916065,0.043234260399681,0.0475346271286463
"cg00128197",0.273516213559581,0.0915087787736873,0.107040819018761,0.129035278915161
"cg00131081",0.533618168617991,0.479042784718265,0.345116663504442,0.411057373332568
"cg00131618",0.0378943071998475,0.0414246428396098,0.030901856288879,0.0395505914082021
"cg00131958",0.503532028123181,0.0789951362754762,0.0476829196439385,0.0876114109085024
"cg00132108",0.694192785604927,0.0724290215406033,0.0814430244636639,0.0675438384281376
"cg00134210",0.0897145621288499,0.0613311700834882,0.146066588193338,0.062527464491295
"cg00134843",0.508961910749365,0.0401294541839033,0.0337861412461058,0.0413226946580086
"cg00135056",0.171291625003883,0.0985969225744901,0.0972344857231755,0.134130226590406
"cg00135870",0.553711230951341,0.308510092285787,0.186858349032111,0.227978331692512
"cg00137156",0.116954692727032,0.0351023555475593,0.0324225879723104,0.0376366664801004
"cg00137585",0.0349896186076891,0.0462934517791461,0.0296567242257027,0.0415981936813012
"cg00139244",0.0462902610846201,0.0377024088504169,0.0274515289907493,0.0339707180460007
"cg00140191",0.639012756136754,0.024456919994907,0.0257584946275413,0.0329916791233019
"cg00140447",0.667376074061171,0.633949644417933,0.500882209290438,0.350174004494501
"cg00142106",0.610442708592283,0.0216279304223677,0.0170010134982445,0.0165634392697438
"cg00142925",0.619685986765368,0.0682599948372068,0.0783096691328978,0.101076424420978
"cg00143527",0.567146720672212,0.460970838642025,0.392874053080135,0.255587393718139
"cg00146695",0.521712926257736,0.0579630756380955,0.0570259672679085,0.061043743870581
"cg00146951",0.288873727399374,0.064276744865445,0.104626317051126,0.0700503406507463
"cg00151571",0.022801657538067,0.0178026035770821,0.0163495870354762,0.0176669011570592
"cg00152175",0.273015240508672,0.028048542732895,0.0212863285767494,0.0224623614039812
"cg00152259",0.440967607115809,0.335936234854675,0.315487747498401,0.362961764988487
"cg00152799",0.232056512769075,0.163935810088757,0.271587550562647,0.25934643220704
"cg00155063",0.533558304701331,0.266169197770873,0.0270407218400395,0.171671659634187
"cg00155619",0.615358012850622,0.517841844125441,0.419308280004018,0.424385335228982
"cg00155622",0.0991381063376121,0.111894562469802,0.0784300178318034,0.102809461142816
"cg00155882",0.71465478877021,0.51168371288485,0.456710437002572,0.504303705555253
"cg00158254",0.033311428099219,0.0191484321230544,0.0186344566690166,0.0179277390632766
"cg00158333",0.636133409308764,0.288804566904387,0.17277565229515,0.224590848645639
"cg00159243",0.518163740001542,0.168265057895749,0.652930743374409,0.381111668146386
"cg00160818",0.127969104897969,0.0277375295511321,0.0293294179724234,0.0263796162300694
"cg00161556",0.689177478639012,0.617288447010525,0.506188403849348,0.453965879493055
"cg00164196",0.692870500278309,0.0663906246556781,0.0707513427637413,0.0674530764852832
"cg00164997",0.654280559122162,0.231237130350126,0.38046505265324,0.30147567231315
"cg00166750",0.562308819105531,0.0740059534840413,0.145731052624135,0.0807035405665189
"cg00167275",0.301947299123276,0.0498962075931006,0.0590820452327074,0.0941887514997119
"cg00168785",0.0978741169084398,0.0824568282362579,0.0735950870945397,0.124271205681167
"cg00168835",0.563599222858661,0.180528790831597,0.132028079807825,0.106826372339836
"cg00169305",0.265821002283578,0.0284456291297814,0.0352264177624331,0.026246539063665
"cg00170536",0.235746008970389,0.0276990585671312,0.0259334265603885,0.0270095384371454
"cg00174179",0.296449342668733,0.223418140781166,0.375862596023841,0.274990143742826
"cg00177142",0.673437993293776,0.358978973852543,0.463177627969412,0.419408637813892
"cg00179217",0.452095027513945,0.668612372972375,0.298974581861955,0.243605328894111
"cg00183647",0.532821994887586,0.0680063923694816,0.0815403200493189,0.0784842460130977
"cg00183804",0.0420144968883489,0.0302181642564633,0.030729882753231,0.0316490712200983
"cg00185336",0.0836890408763668,0.0757825217582994,0.134808170328599,0.0881247374043233
"cg00185839",0.651518358009852,0.0475179115486367,0.0354468862000562,0.0397375682708426
"cg00187414",0.444564936435806,0.146578645827107,0.131569480619018,0.155155779380688
"cg00187465",0.53435308479416,0.565200148332103,0.406517308390921,0.453790032431989
"cg00187535",0.601997794210189,0.53048815292396,0.279087726732114,0.359401382101897
"cg00187614",0.19503159534391,0.159519338099864,0.136473230858778,0.146152537273262
"cg00188321",0.55316933305311,0.799518236402554,0.946823272410342,0.88022523008856
"cg00191882",0.226739016576257,0.0543475791834047,0.0526253760896308,0.0498366436148817
"cg00193668",0.16387305937967,0.141802314589233,0.125181737504815,0.203107753483055
"cg00199007",0.712952199658712,0.106729465131671,0.0725194755442397,0.182841750248004
"cg00201414",0.380190377252025,0.0887036295164039,0.0571334879613632,0.107973588420099
"cg00204465",0.676491037129967,0.645797372961106,0.412205083020338,0.45240239702587
"cg00206168",0.362878119284227,0.0923205239905242,0.0901941334648231,0.107694942237755
"cg00206414",0.645013560401784,0.141780649228209,0.062093467519857,0.211582597524574
"cg00206999",0.396567815580078,0.211076255868478,0.222412223664827,0.214128286931834
"cg00207731",0.436866798346634,0.669134258447062,0.462917629111635,0.441986966780782
"cg00210994",0.266688486418964,0.0411958703052039,0.0304897824798271,0.0342990158839262
"cg00216901",0.435774795776922,0.331776178746281,0.287562917807155,0.397276501646038
"cg00218893",0.677302478993288,0.292844886658651,0.401533211497707,0.405040169348131
"cg00221745",0.125355724804506,0.0181223546538644,0.0344452453376563,0.0242054517281004
"cg00221969",0.496507537229807,0.0281465125972727,0.026785496843248,0.023874126181771
"cg00223593",0.564585881940764,0.288292374147924,0.337304305280465,0.362417160633265
"cg00225157",0.573831581063385,0.415209377006384,0.372127498520343,0.365475005401389
"cg00226608",0.243990369769204,0.0124821060345542,0.0119995538322837,0.0127855344885069
"cg00231644",0.42749353910793,0.0895266437892341,0.111489952985637,0.113000145776625
"cg00232685",0.324076368689568,0.0172995307921985,0.0192110739722331,0.0170047355397615
"cg00232874",0.147722232753809,0.0287871024509289,0.0223706108731118,0.0225915954859331
"cg00233307",0.481239427189417,0.399708102681044,0.214763949502783,0.264079518917267
"cg00236302",0.459596106947516,0.40845950024657,0.335520227894586,0.4096032391492
"cg00238249",0.181269750194835,0.234725101071195,0.31659978426651,0.247309068499415
"cg00238349",0.156698724994269,0.27575882828829,0.189123207596853,0.223701419639945
"cg00238897",0.302549974726822,0.0378534881087352,0.0169080601346761,0.0385993396535098
"cg00242839",0.792586183274931,0.485360479631362,0.430648049519168,0.412742600465004
"cg00242976",0.376097075017873,0.206090534815338,0.140043689157422,0.234884054885473
"cg00244040",0.548720958213954,0.50310059157438,0.331713295814681,0.309531608304913
"cg00244634",0.125553291856711,0.088235457476157,0.0731088825815788,0.0747749522039459
"cg00245854",0.578367411008596,0.479602405942474,0.4228002867087,0.473854291644081
"cg00246451",0.0744256986994682,0.146414708030835,0.430954884643141,0.176883208734747
"cg00247599",0.117703491919865,0.10726505022391,0.0667263610154181,0.110418035583634
"cg00248638",0.0506004694913229,0.0624851353144959,0.0394247538430193,0.0521265797467451
"cg00250422",0.575672630418887,0.0575740188239007,0.0720887677914722,0.0885883836234408
"cg00251405",0.700382961322482,0.436938083368607,0.214514970708177,0.277897885496413
"cg00251618",0.633780657821833,0.157736517901448,0.18043088009254,0.169750770049089
"cg00252781",0.521863569545034,0.124647568867056,0.276400770120858,0.172167156682609
"cg00252813",0.0874977207318715,0.0646518162726418,0.107777226348649,0.0970912949365192
"cg00254017",0.745639032116783,0.341388795472502,0.507334698556634,0.474222205545722
"cg00254802",0.0308561059318053,0.02101984285891,0.0625777811449789,0.0457710631686092
"cg00255837",0.186476992904615,0.0542876688741332,0.0419003683893522,0.0498488377930862
"cg00258805",0.0321823260459129,0.02333061414215,0.0236683918858269,0.0212888758813505
"cg00259966",0.364619328191911,0.0371226666135169,0.0402257811965832,0.0370182752543407
"cg00260647",0.0817510097252606,0.0813696322110207,0.0539100032423929,0.0662666939240365
"cg00261252",0.0329311886043963,0.0279369953093113,0.0242904876879311,0.0272193631485938
"cg00264467",0.140484291261671,0.109596938188635,0.0971479570780991,0.100705363883595
"cg00265863",0.528675353327336,0.0479926906742217,0.0512089351172698,0.0624421392191754
"cg00267325",0.443228658385716,0.0266834287808714,0.0363248011394026,0.0268945163820906
"cg00268019",0.372446345510852,0.0656317188685847,0.0393595492821519,0.0755873305677518
"cg00270291",0.229538151213834,0.0414617986457049,0.0338725269891136,0.0329525155700029
"cg00275232",0.588904886559398,0.0265867461228432,0.0201175875744626,0.0253865319442192
"cg00276792",0.260991522987357,0.0489665370606299,0.0485357891381174,0.046751975305111
"cg00278366",0.208796450426309,0.61188609829058,0.549108215875765,0.503200770183269
"cg00278692",0.0486564958909032,0.0303195498531967,0.0218884808202067,0.0278243380397246
"cg00280758",0.0366447767624079,0.031316355200491,0.068119080946545,0.0355394287250427
"cg00281153",0.0374880361915615,0.0336749627817579,0.0280734020710846,0.035322704833943
"cg00281600",0.0301025066745356,0.0138322116749555,0.0137958511514827,0.0134424327133432
"cg00281977",0.619630381199291,0.022334253350932,0.0217963804483948,0.0464516383091171
"cg00284153",0.792063385544878,0.53444038804835,0.542996330385411,0.590655548197894
"cg00288844",0.54270336808299,0.312593469849658,0.221031133937041,0.30669979563596
"cg00290028",0.102208352788179,0.0349647894330452,0.0363315791922346,0.037316917977973
"cg00290373",0.0953739916492878,0.10384925462103,0.193584178408763,0.149708529860919
"cg00292664",0.0133370279086586,0.0211034937601993,0.0133162632977479,0.0130983124113722
"cg00293245",0.657512833050966,0.0479031167208603,0.0463446051672801,0.0577349122523884
"cg00293409",0.576629036076385,0.072263308088794,0.0623633264568038,0.0735352172476783
"cg00294382",0.654727551005887,0.575978299582182,0.483445744360086,0.422114965089158
"cg00297876",0.748451522585268,0.684066371371938,0.52214583468204,0.511236017526548
"cg00300298",0.0776354887661098,0.0520101780990961,0.0887063266791873,0.0836979563018728
"cg00300822",0.0994044370529173,0.178882460023913,0.202692304591518,0.111477990225686
"cg00304072",0.0179219788037418,0.0167008644277818,0.0253579816873665,0.0160909050792647
"cg00304823",0.0420513437828048,0.0337097825557575,0.0294755939419971,0.0303328555407088
"cg00306721",0.618770809257884,0.331304710826942,0.233210519561456,0.282605393879786
"cg00309339",0.528693105121846,0.0353919188740236,0.03989294093567,0.033722957588632
"cg00310855",0.271632829495867,0.0237612182780278,0.022346604598292,0.0223953360855518
"cg00311035",0.617837859085104,0.404143654670768,0.432391395619617,0.457042235920593
"cg00311654",0.66150715950253,0.0460299872891109,0.0461332829474324,0.0430292019734387
"cg00311984",0.688779823728461,0.576807855139296,0.465901161537868,0.47569364114283
"cg00313401",0.304279500390028,0.0806281570747878,0.105146195864307,0.0892603205983901
"cg00313876",0.305816921016902,0.227736593375742,0.188831478594901,0.213857530612803
"cg00314018",0.566961819768709,0.077184529700645,0.0751153908361467,0.0790770365249912
"cg00314240",0.640960487630775,0.0655469857060995,0.0469300506967107,0.0449516925261018
"cg00314660",0.319404856280535,0.221760659379789,0.265882956442899,0.173736996191709
"cg00315056",0.537907882481408,0.058978018422289,0.0711638269841339,0.0595471456265688
"cg00318766",0.135736580021119,0.0113853076119445,0.00944544288558745,0.0114137043997565
"cg00319761",0.0125316594434342,0.0123093614145723,0.0534137892822991,0.0127061690290936
"cg00320159",0.0271098953827417,0.0247729897889998,0.0194586753523461,0.0216413461593263
"cg00321703",0.21996921924769,0.014287328087382,0.013855247018038,0.0139813818566877
"cg00323916",0.61959520898771,0.466342121926372,0.312828133482239,0.382571823569699
"cg00325599",0.480769375596712,0.0388778858090184,0.0178529132014909,0.0291330474826926
"cg00328965",0.330579989450259,0.146755684599578,0.331741737898924,0.23230884944015
"cg00329300",0.212272553183528,0.0894960273237371,0.331162638931335,0.212202748374109
"cg00329697",0.308844344599016,0.0141049175112711,0.0207043013322736,0.0331840558547467
"cg00332155",0.0592837834689419,0.055342967548157,0.0425092637931075,0.0516701326097857
"cg00332212",0.0250524720647006,0.0209286905528133,0.0179000101769724,0.0192507453075411
"cg00332680",0.493630960339989,0.0329879277754015,0.059811702695147,0.0331096916447197
"cg00334798",0.732285987246756,0.033226484990893,0.020238882951862,0.022467878498082
"cg00335892",0.407718396216534,0.281536731637782,0.201317509480331,0.251081564439454
"cg00337440",0.271178845303461,0.653444745088823,0.486236637830338,0.366819630559497
"cg00338002",0.710301822588802,0.578371323905659,0.429988630023254,0.415102912011796
"cg00338116",0.256783489401566,0.0308178302902155,0.0355717135609326,0.0291600059892496
"cg00339319",0.48706693611879,0.21822263964752,0.275592618989187,0.26059856253882
"cg00339441",0.518108250849584,0.076776299600345,0.135310195023646,0.0828744930415251
"cg00340102",0.50653466601186,0.2208209460003,0.135767750449888,0.179634284267878
"cg00351210",0.0233207023536982,0.0173161803000495,0.0167250270725618,0.0174292344435325
"cg00351324",0.162035896878622,0.0333493091651905,0.033963684449931,0.0439240212584646
"cg00353411",0.0558539852087102,0.0184595710285012,0.0169630652226546,0.0182355071811043
"cg00355794",0.0650594217697572,0.0180529326662325,0.0154597829069156,0.0172319402067198
"cg00355802",0.318977154480086,0.0453433894605784,0.0443756192727444,0.0435533487554749
"cg00355909",0.655859180515266,0.0702976853525728,0.378613081895811,0.163010366436445
"cg00356511",0.186081141374989,0.0150230977223265,0.0150331298762868,0.014674507416633
"cg00356723",0.0560412431111093,0.041408980670163,0.0925419491505859,0.0588801203432564
"cg00356811",0.264931284901833,0.0256670934731846,0.0220158594860198,0.0238113431901215
"cg00357503",0.0772601325493612,0.0195849221998627,0.0175191463206821,0.0190943783260346
"cg00358220",0.0593031767118427,0.0286297328785562,0.0204235267923629,0.0296626407459321
"cg00359604",0.410179826364097,0.0868448216406913,0.0914827947908781,0.0751205651834384
"cg00363845",0.763324709035338,0.392060324501781,0.390609176737185,0.402031752272257
"cg00365470",0.495044527514864,0.0147779389926148,0.0148188425906066,0.014672494223002
"cg00365505",0.0237323447007794,0.0225389273159124,0.0163292834963693,0.0210386639879812
"cg00366814",0.160300262194319,0.0219604377146347,0.0182353268368101,0.0196578924390946
"cg00366837",0.577293198897694,0.0168981286907099,0.0157123043097163,0.0182270218062239
"cg00366917",0.536197025757535,0.247535032872971,0.166343074247253,0.261748650832322
"cg00366934",0.309122046192362,0.0328422205719409,0.0347271706240624,0.0287151486418254
"cg00367463",0.641088686525774,0.0795228111746043,0.0562236171043939,0.0916483122677871
"cg00368565",0.341459463270373,0.0234454707416227,0.0217016691769162,0.0253278424676654
"cg00370820",0.0572336570270641,0.0504708211693494,0.0428422648764884,0.0483099935974317
"cg00370926",0.0299567586806128,0.0263477873254354,0.0223170254920057,0.029353799608447
"cg00371239",0.473866563404267,0.0622139679842921,0.062664679108178,0.0592190200027021
"cg00372169",0.341375636794517,0.0819920225534084,0.0963522402423553,0.0861055485814638
"cg00372486",0.492687373214484,0.0588670752400235,0.060416357431766,0.0555302853407468
"cg00377344",0.228717461106519,0.10614888762992,0.240064467831919,0.185648251252314
"cg00378510",0.65896120921348,0.259137466110829,0.144873676166328,0.290574154578805
"cg00379371",0.180166537564283,0.0659978810164803,0.105495025339772,0.0946643922973045
"cg00380150",0.0338213231612038,0.0210573749992398,0.0191882820086642,0.0202641580644088
"cg00381076",0.0498494822719566,0.0551317087330513,0.0827386807728648,0.0579607143607263
"cg00384847",0.255412450103849,0.21302550421706,0.137961473577298,0.27949863695651
"cg00385441",0.748363989699303,0.524842164455044,0.558267659655403,0.537874091635693
"cg00385620",0.141705151806997,0.161763894176783,0.0872207573864703,0.139002055310477
"cg00387445",0.147180281747158,0.132019315679037,0.222235903474105,0.0976296724573101
"cg00389420",0.313067804411824,0.0454544318513285,0.0448961221076889,0.0484247656930407
"cg00394040",0.421869312451452,0.054672884296076,0.0828679427470294,0.0680775519832787
"cg00394793",0.518786744105813,0.0144523473102798,0.0140034447912786,0.0141433359849452
"cg00394823",0.143746046749366,0.0997081222174958,0.251415832893013,0.157021616779757
"cg00395210",0.509211826941457,0.0915919918086482,0.0709026619278524,0.106894490148703
"cg00397324",0.692944533277231,0.0277340928328004,0.0154873570701647,0.0306733420602359
"cg00397479",0.517338500298492,0.695892582565137,0.42337199339945,0.278429824351711
"cg00399596",0.402559967687105,0.0401141901825581,0.0380097620963771,0.0375164160271617
"cg00400183",0.652141744622244,0.103957665668547,0.0285339937875328,0.107622462193194
"cg00403251",0.849363417103664,0.755164041659913,0.564802722312019,0.649099686710545
"cg00403955",0.0467397852404233,0.0529285805083108,0.0765996815356739,0.0583155875919574
"cg00405152",0.388800021454378,0.0287689577608474,0.0268196395677038,0.0285162103433896
"cg00405699",0.426804138895096,0.239996563597189,0.20569877207584,0.18174019003195
"cg00409183",0.0188865428208153,0.0240343202198278,0.0165365897209779,0.0195308422659117
"cg00410106",0.200318774809473,0.154113676520942,0.11253500456717,0.159270929103067
"cg00410521",0.40968356002702,0.0450191793817224,0.0392505456229405,0.045314381741194
"cg00411741",0.0792140449540788,0.0228444456658322,0.0271088596808455,0.0215794971665257
"cg00414561",0.0539913646139597,0.0241928787088357,0.0262001523281524,0.0203908058262353
"cg00417094",0.300866972666162,0.471655987591396,0.537351129748082,0.288971894261373
"cg00418284",0.0517774434878296,0.0205176882993867,0.0206043705200805,0.0215779998019533
"cg00420895",0.528210662767019,0.0967547452131825,0.136668045938028,0.126915061365534
"cg00423124",0.503129695694352,0.0572144208079451,0.0568609087674703,0.0595832769084332
"cg00424677",0.0324517220311634,0.0270757726548657,0.019853703605825,0.0220607626153983
"cg00424690",0.735126637363575,0.520929323325558,0.402144374253176,0.512220426389925
"cg00427800",0.0569257133478906,0.0338708602469532,0.0287336832232218,0.0459687546239689
"cg00431114",0.623537608487273,0.29039919604545,0.235914605579213,0.31692200299083
"cg00433770",0.588871902386508,0.0489425462603122,0.0151178335854754,0.0305329473823288
"cg00434573",0.627316171776053,0.16538737168708,0.420636776554944,0.288840564258918
"cg00436174",0.120428140717372,0.0851496802033899,0.0588417823633853,0.0791151700595231
"cg00436476",0.403980011700167,0.207125119919402,0.0279609844919521,0.0840502259164804
"cg00436488",0.0292629594071817,0.0214969658905019,0.0217176079879708,0.020403443970772
"cg00439384",0.380484681372489,0.270759936861587,0.193422167196196,0.325013518485243
"cg00439658",0.627199422241663,0.290636361705263,0.304238322756716,0.304438764934872
"cg00439706",0.166491129429838,0.0313718853474918,0.0244402716008039,0.0297740225007581
"cg00444120",0.0371963387355933,0.026111689570507,0.0262811050604284,0.0246756658331335
"cg00446123",0.839624140978718,0.337120237701245,0.586100953753036,0.676109488724889
"cg00446235",0.13052457609248,0.0640521189281052,0.227577432781752,0.126655657287083
"cg00446472",0.502591283002634,0.624041297259832,0.721956520414658,0.465794304574328
"cg00448752",0.402022720823126,0.134281770474717,0.0479360729954791,0.105944506005048
"cg00449941",0.443473587698686,0.107035717817045,0.185557043878037,0.113813539416918
"cg00450304",0.490849132237767,0.0378354271412566,0.0258886716026792,0.029659661207009
"cg00450475",0.213179220857862,0.0332844006564063,0.0277549372335898,0.0299933699209561
"cg00451054",0.411786447216568,0.683525666279666,0.832518503972556,0.638167312671897
"cg00452199",0.482311986030207,0.0743464578433132,0.107060438993323,0.0952354454752256
"cg00454305",0.788695901661248,0.690589186452843,0.521473246248823,0.54240741750587
"cg00455178",0.609016859287104,0.0184439593090328,0.0163341613109491,0.0204550885699159
"cg00455424",0.560708414455899,0.296860289605627,0.0987574695101891,0.124293086988204
"cg00460436",0.482825137495454,0.239418726298385,0.201454432800429,0.221217164597808
"cg00460776",0.0594820673524026,0.0523497311886273,0.110272160247559,0.0729357865656036
"cg00463577",0.62743646311544,0.143666625205125,0.225349966571614,0.159377066207512
"cg00466249",0.611547711521898,0.232082896479791,0.454516096327392,0.345643897889459
