"","norm_avg","norm_std","c1_avg","c1_std","c2_avg","c2_std","c3_avg","c3_std","pval_norm_vs_c1","pval_norm_vs_c2","pval_norm_vs_c3","padj_norm_vs_c1","padj_norm_vs_c2","padj_norm_vs_c3"
"cg02331673",0.655832395091168,0.0411852773411415,0.85657585972737,0.051374355729948,0.791487968825557,0.136597239192784,0.685374793077758,0.174682418122109,0,0,1.49044477083526e-05,0,0,7.65094982362102e-05
"cg02642979",0.867865066853759,0.0314342398695778,0.781412624125,0.171860375505079,0.875597171368861,0.0863685293240993,0.753858936239571,0.165649712752784,0.00707411991924423,1.80282684558719e-07,2.77821609687701e-05,0.0122406119950968,5.23840253246089e-07,0.000129650084520927
"cg02752037",0.401216629071594,0.038770874332119,0.395907408049634,0.250163005648807,0.136165547721428,0.0748050276680116,0.308659861200785,0.150705489804487,0.00015976045022803,0,2.34608577009965e-09,0.000396824344114785,0,3.28452007813951e-08
"cg02756106",0.0751395966786349,0.0191396001354867,0.103504668488985,0.10926168305875,0.066182163902104,0.0170470782468643,0.0738093353411041,0.0243684497306641,0.889336143106056,0.00647162953237346,0.641072404268866,0.90700507310154,0.0103815723748491,0.671599661615003
"cg02958133",0.0169907589569777,0.0072281137317392,0.0182132534975648,0.00738874648376824,0.0160563893094546,0.00384610844787039,0.0182551484437446,0.0126937867018619,0.0161178047266101,0.00633145734974583,0.0848265076203236,0.0248214192789795,0.0102636255985353,0.134673012098246
"cg03085785",0.915138526832759,0.0230707208211645,0.881874701837559,0.077859311884517,0.909969686157579,0.0285517350062414,0.893244756099127,0.039119671373632,0.049573950650416,0.817155832168591,0.0366666503874814,0.068164182144322,0.844577168818544,0.062740712885246
"cg03435277",0.97942517302415,0.00326974683696206,0.976491402154177,0.00441793923089427,0.97617123635243,0.00501831638829901,0.97728354256885,0.00444012682532452,0.00930945001378403,4.1765515477743e-05,0.0562483653656461,0.0152516521502419,9.45866085819473e-05,0.0941548724598859
"cg03883228",0.130811388861503,0.021598075716564,0.495291069824439,0.206900380751055,0.176195009658939,0.151242313565472,0.137694549761555,0.0521271497604478,2.55624410527844e-11,0.000956637301193886,0.21894386320369,1.711572140056e-10,0.00186483727068175,0.269738839466946
"cg04009254",0.0186041832348498,0.00319451555308277,0.0211116889831327,0.00453059251689686,0.0206278632980943,0.00409630575832783,0.020171672353347,0.00301193099113663,0.0215010384972493,0.000523055897225122,0.00746217280809036,0.032462352240945,0.00105987642332459,0.0157421179787112
"cg04191300",0.467099553612677,0.0583482243019445,0.804467103164665,0.13054644985898,0.661037760629891,0.183225098670713,0.502660972541781,0.236508000871808,0,6.0462745921086e-13,0.000267918307363613,0,3.10375429061575e-12,0.00095952137986038
"cg04312358",0.297371921887935,0.068235450052669,0.193379268039588,0.171833414223918,0.231250183385417,0.220229166359716,0.126482765356012,0.108804093404221,2.66025304158646e-05,7.06636971159469e-11,1.31712629691805e-09,7.72979185668518e-05,2.79031009124508e-10,2.8976778532197e-08
"cg04384181",0.0166772602132346,0.0029503629345113,0.0176250917190956,0.00184875111391049,0.0169256658859284,0.00238630050096411,0.0169877048175111,0.00239589573777819,0.00695172649096454,0.266023331181722,0.539196816993616,0.0121655213591879,0.310360553045342,0.58476274519026
"cg04524321",0.0187885066919693,0.00289466088843391,0.0196312032424004,0.00306711417806377,0.0190013244633957,0.00294296982043648,0.0183698229720191,0.00219331688082654,0.582521460498331,0.845097362218328,0.837919502635737,0.645383488609662,0.867633291877484,0.860264022706023
"cg04724807",0.857786495533384,0.0644731956940541,0.611945584732936,0.241189361038599,0.827058857185154,0.136460543351098,0.729790804589908,0.176462367999237,5.20700085049342e-07,0.0294699142091237,7.29061480491122e-05,1.8224502976727e-06,0.0398102349842548,0.000303447210799008
"cg05091796",0.0578788097728498,0.0140137951240123,0.0563682468341367,0.0208711089495201,0.0564745059388257,0.0123323144059881,0.0527329799651272,0.0121533951927776,0.236014079464419,0.757320159508791,0.141274136433978,0.288461652678734,0.788022328137526,0.194251937596719
"cg05335886",0.0724012033667613,0.0131344211477828,0.383716910922871,0.259697207881722,0.0746495249682737,0.0854316941512116,0.0697905883110979,0.0273477729782502,4.31849055404498e-08,1.56207158319432e-10,0.0837422640243478,1.66261886330732e-07,5.72759580504586e-10,0.134336548539058
"cg05657564",0.952878027498182,0.0179422359347492,0.951848166237547,0.00869633356435224,0.952126700391451,0.00952069994356569,0.950689762669691,0.00927163370852294,0.182177829057292,0.00215229235997638,0.00332007549947855,0.224443085398584,0.00395998218248284,0.00774684283211661
"cg05792273",0.86958208630124,0.0204020860871208,0.868324786969541,0.0203859660088539,0.874092103527529,0.0252755322310499,0.863087169537276,0.0370885386783582,0.566764144604005,0.165469315189379,0.557397324873006,0.632475929485628,0.200647831017042,0.591994400209951
"cg05959980",0.856608597723365,0.0256521987848595,0.781667241677535,0.119380896646146,0.893976620431987,0.0339839667675981,0.840503112490372,0.0589258119034629,0.000405267173922197,0,0.21894386320369,0.000945623405818459,0,0.269738839466946
"cg06096916",0.96151775431288,0.00845736938314588,0.951778955457009,0.0126780173242998,0.955789347794952,0.012308028280606,0.949303463244564,0.0139246543739703,0.0125023392700419,0.0182028930170779,0.000330802583252687,0.0200558359123588,0.0259559770799074,0.00115780904138441
"cg06156502",0.893778925269067,0.0233435281157398,0.892815056632747,0.0262506027790938,0.901149109090029,0.0170434522932475,0.900416442811125,0.0226560173181751,0.527448555554207,0.00290305040064354,0.203886884145507,0.597257923201087,0.00513873289309316,0.259492398003373
"cg06679563",0.947288883790409,0.0156255309944409,0.929210156874482,0.0265084993313073,0.921122645650615,0.0259511204364921,0.919666746066937,0.0270775677212017,0.000750519701935515,7.26474436163471e-12,2.33900154800182e-09,0.00156189235267661,3.19648751911927e-11,3.28452007813951e-08
"cg06730723",0.113587026496211,0.0130013676585986,0.179001798334889,0.125974339951517,0.100276893225587,0.0329133527267816,0.120611011968355,0.0255344777427495,0.0138900645180406,6.82470859825202e-08,0.113665913899436,0.0216067670280632,2.10201024826162e-07,0.168312987889549
"cg06852605",0.987122282901697,0.00290387178321259,0.986707090071047,0.0030785743470046,0.987610077808715,0.00245345637826295,0.982926752194163,0.0129091912426221,0.873527234595973,0.948763291160907,0.298959963543197,0.896821294185199,0.954964358423397,0.35689794097405
"cg06962867",0.814511407975819,0.0489636105836746,0.747370424021052,0.183122614223509,0.904534091571182,0.0590576723407497,0.790696688151949,0.156889767560514,0.0288699987915533,0,0.00919293600563686,0.042749805902877,0,0.0186277913798431
"cg07141452",0.917605072375873,0.0154759939132079,0.910310926377303,0.0394834015181774,0.915899059072155,0.0328934589313509,0.904184425138376,0.056878584211964,0.920837495098665,0.447456644652507,0.411687876550835,0.926856040818264,0.499335675916566,0.45611462581891
"cg07177395",0.582854526278384,0.0472029730715839,0.571149727557775,0.231920374766471,0.694165932309423,0.191050822968383,0.480718214035361,0.21160825415429,0.00360437435639094,2.92643687060945e-12,9.83738103976783e-06,0.00660801965338339,1.36567053961774e-11,5.41055957187231e-05
"cg07314391",0.0703387798521421,0.0142744064112417,0.0703587951405669,0.0171359574380471,0.069259947144628,0.0186369873656603,0.0650881621160386,0.0126121728757138,0.907573202295888,0.0138287250326653,0.208433375177196,0.919514954957676,0.0202821300479091,0.263104424404001
"cg07482916",0.606446528552227,0.0443525737040861,0.808233590446569,0.122616963150113,0.861866378305577,0.0928863315066775,0.667541095767075,0.223674400330514,0,0,3.30283955263244e-06,0,0,2.11932204627248e-05
"cg07532353",0.230853442709282,0.126656629258251,0.906146957659547,0.138321772384741,0.565523312788831,0.343996523891216,0.571970244814845,0.276714666941265,0,9.05762576053348e-10,2.51004574125524e-07,0,3.24389387702827e-09,1.93273522076654e-06
"cg07598324",0.934500329966537,0.0125188174194577,0.914170555726012,0.0327996659895977,0.928513459648448,0.0335190831062804,0.918643302432326,0.0277458438215601,0.000195237087324607,0.00404309094645305,0.000506254944234064,0.00047724621346015,0.00691817784170856,0.00159108696759277
"cg07895186",0.354618457024336,0.016297291706025,0.348347243499479,0.0215575502372786,0.346136073665694,0.0211324184087299,0.349381742396288,0.0225577598378466,0.173333404783025,0.0323804909115255,0.168305489479612,0.215268905940208,0.0426204752168797,0.221530302391967
"cg08048831",0.941739322436664,0.0128248446377061,0.936139109228843,0.0221739712462046,0.94096878419583,0.0127650416724637,0.915743149558512,0.0775095766512925,0.816108472431504,0.683999240253372,0.0293098341730336,0.854970780642528,0.726454365510477,0.0531025230899667
"cg08298644",0.747227222425854,0.055531666851185,0.655115589406028,0.148139146168099,0.816577608005703,0.0715682051185176,0.699817891087789,0.161054759276459,0.000216467791244956,1.22979404437729e-12,0.013760087067257,0.000520875622683176,6.10929944626136e-12,0.0261611531895996
"cg08303370",0.0619395361021286,0.00903189911712448,0.0548337129798325,0.00902698929593487,0.0514674455462575,0.00951395929953636,0.0563581568954882,0.0117611485775623,0.00122054336846023,1.09171893747373e-10,0.000948898603838844,0.00237928707269462,4.10060283831596e-10,0.00265691609074876
"cg08330217",0.857618934937325,0.0506298701823769,0.434839030597593,0.182419142389087,0.762399639132787,0.148369441447065,0.642395187221841,0.173171946743865,0,4.5689534936777e-05,2.58908783301592e-10,0,9.91012447924458e-05,6.6453254380742e-09
"cg08528735",0.236003481981753,0.0209168619442987,0.188171491304636,0.113649457175967,0.170078233053418,0.109094417996424,0.166672316010196,0.060117566772251,1.37920793674695e-08,0,1.49472323407451e-10,6.24700065467737e-08,0,4.6037475609495e-09
"cg08773180",0.834905862794525,0.0276607024509325,0.757063314242168,0.159436395348953,0.856788459628738,0.0840310957436809,0.782301990563418,0.147791167485455,0.00885673609606408,0,0.00919293600563686,0.0148254060738464,0,0.0186277913798431
"cg09035079",0.784005320369193,0.0450000295120473,0.783250219367281,0.150197269062923,0.889290754905798,0.0678078547944657,0.801445887655952,0.134494570504749,0.00930945001378403,0,0.000459383962383764,0.0152516521502419,0,0.00147385687931458
"cg09101767",0.885587227730657,0.0345018103019862,0.933485222881382,0.030797679424665,0.9448537954992,0.0172812482514115,0.893577389891593,0.0711252668921039,1.82032164897095e-08,0,0.00193857857791402,7.57647389031151e-08,0,0.00497568501664598
"cg09129976",0.937517004914539,0.0186029385511462,0.913084201286051,0.0916394033136935,0.942282396301737,0.0127467528059296,0.933258163514531,0.0180730305606727,0.635694898734215,0.0793391103410557,0.381103981182907,0.684594506329155,0.0993351462806713,0.430718806885539
"cg09182900",0.932655180306807,0.0164076566753906,0.920498084850113,0.0217315700393639,0.930271215586986,0.0166880276293328,0.925453413482755,0.0186376996692148,0.00256775908252538,0.162299932937178,0.0975608544249119,0.00476427588805914,0.198366584700996,0.150243715814364
"cg09232068",0.0323453142167207,0.00568265664440235,0.0328313668772203,0.00574213630638022,0.0324868757688568,0.00519828220380852,0.0327365347321414,0.00531732948864617,0.627796026423384,0.560010612142904,0.693308628160622,0.680849211754938,0.603088351538512,0.721415734707674
"cg09604352",0.0316255509975423,0.0155477249839581,0.0321958336000495,0.00798396194211629,0.0319641183002237,0.00743079132899007,0.0297043242839232,0.00595424600092988,0.0906421345074331,0.00324179979415817,0.10894655877678,0.117301585833149,0.0056731496397768,0.162890971374991
"cg09624684",0.137538919528647,0.156346737618012,0.179017391599397,0.183243482235045,0.100974733843193,0.13811359751901,0.143640609052385,0.16493066679915,0.0478497019859276,0.28802615874115,0.875024209658868,0.0663860730255212,0.333503973279226,0.886537686101748
"cg09889477",0.8994436977346,0.0461381729229149,0.763935910175485,0.190958125886037,0.882129297145812,0.0872152537457449,0.786571918276253,0.186373627078248,0.00063848789351495,0.541634577253474,0.0118594770944187,0.0013656546611292,0.587406513359401,0.0231184743359554
"cg10168434",0.0522982813774505,0.0158503096160237,0.0827653609238549,0.0382962757722876,0.0847482302557331,0.0380973673621455,0.0661886699491746,0.0177793062234222,0.00213104632367811,2.43648693221132e-07,0.000948898603838844,0.00405161893637567,6.82216341019171e-07,0.00265691609074876
"cg10278149",0.830189633801619,0.039264547278067,0.860570117676982,0.0915833992906709,0.884413470365168,0.0652549643090516,0.789678183670428,0.0867282505254003,0.000374872403348991,3.38962191648307e-12,0.00825884741895166,0.000888159232549918,1.53529933864233e-11,0.0171873311151156
"cg10324701",0.984434771279871,0.00223099769588967,0.86129004382188,0.160232816722078,0.978732235353239,0.0210855832618759,0.976305654033203,0.016688230521414,4.51998016792743e-09,8.57442266203323e-05,2.3039838148442e-08,2.10932407836613e-08,0.000180885080815496,2.53438219632862e-07
"cg10448608",0.485506530601753,0.0673501809906171,0.764060090286665,0.12582754395584,0.651916876445014,0.272685247962123,0.559078555842545,0.190031226179128,1.0769163338864e-14,6.0462745921086e-13,0.000107536399908237,1.38204262848755e-13,3.10375429061575e-12,0.000414015139646712
"cg10553415",0.141611177104701,0.0308807616115504,0.487008679912107,0.216629085745207,0.261653702847635,0.154210041437327,0.167916961027545,0.104207275937727,2.55624410527844e-11,9.48736644801329e-11,0.0321257751128399,1.711572140056e-10,3.65263608248512e-10,0.0568663145675556
"cg10730291",0.924684478043034,0.0252999851328201,0.929961775589013,0.0163013285567078,0.926726055182509,0.0262698799010232,0.920285604526817,0.035033011638279,0.161209026014894,0.906463340531732,0.557397324873006,0.201838943140599,0.918390489749255,0.591994400209951
"cg10759648",0.758094062532771,0.0646512868123434,0.36950554530219,0.171395696412638,0.702365098574669,0.105771215803271,0.582062436420637,0.152981661544703,4.68514116391816e-14,0.00483612441490333,4.11845767489538e-08,5.15365528030998e-13,0.00818421054829794,4.22828321289259e-07
"cg10940874",0.957991191622001,0.00756812267206251,0.957884338618298,0.0110432316636795,0.95860629918214,0.00836288311515518,0.952833640378351,0.0169450178006595,0.834832685903908,0.753446511161619,0.339123700876317,0.862847205565113,0.788022328137526,0.395644317689037
"cg11034318",0.751048671212748,0.0515600779482085,0.672057306880529,0.195851378959268,0.800090595428805,0.121956062740612,0.622710462895747,0.268620579939673,0.00138824144426142,8.6443918689838e-09,0.000376851811931034,0.00267236478020323,2.83241776132661e-08,0.00126163432689955
"cg11413751",0.0224317023478304,0.00587860791261063,0.0228245905186123,0.00429772559848046,0.0230591182192567,0.00388058115641862,0.0223803353644357,0.00345263918078102,0.0438493270483882,0.00512681263569714,0.156174160689081,0.0613890578677434,0.00848956070857376,0.210972111808057
"cg11459648",0.770916869207454,0.082790711415005,0.908295118274117,0.059028272358084,0.937813437098485,0.051476372496418,0.831884403477078,0.192807467572086,1.78849488552402e-08,0,0.000119476138160435,7.57647389031151e-08,0,0.000448764031139194
"cg12446629",0.348964435057419,0.0455731644737997,0.549853050773701,0.141376378735227,0.408162147179063,0.168914982034973,0.310296878275426,0.137583608777263,1.78509029780116e-09,1.34615382207937e-05,0.0014354811632844,9.47944502970272e-09,3.23918263437847e-05,0.00374684913806437
"cg12598089",0.234951888619502,0.0268618557340901,0.459950348283793,0.22487073316648,0.323071130983444,0.150835696034104,0.212075347064052,0.0871407207572522,1.78509029780116e-09,4.74474293188365e-09,0.00105742633308092,9.47944502970272e-09,1.6237564700224e-08,0.00285690623323618
"cg12656815",0.849594732519829,0.0727752655861223,0.821314285946438,0.0930456661279701,0.874912028836893,0.0695277916614502,0.744884818295997,0.11033162773562,0.619939850398916,0.000703131777923693,7.77438394439223e-07,0.67709742525839,0.00140626355584739,5.44206876107456e-06
"cg13157315",0.137239600357569,0.0218676152937373,0.317939892668564,0.271561369016497,0.111802955617135,0.05181211806584,0.136819134699756,0.0672038469602924,0.0010705001285809,1.54543045027822e-12,0.0659352238955456,0.00211355153591613,7.43738404196392e-12,0.108021537020362
"cg13175786",0.885905826622392,0.0252553092465432,0.723370208359674,0.214474689190982,0.888750509179359,0.12007939238137,0.861773317542142,0.12424457902144,6.51036474713651e-05,2.71020983433345e-11,0.017563616394303,0.000175894065098074,1.12803328239825e-10,0.0321999633895556
"cg13261306",0.889453045886457,0.0267823292435478,0.669319451794291,0.198567297011256,0.86335025162338,0.11916207435811,0.80147368970727,0.176530570010692,1.19052434577327e-10,3.06856201897077e-05,0.00460581458763643,7.33362996996334e-10,7.15997804426512e-05,0.0101327920928001
"cg13289869",0.174745226159567,0.0232950667952456,0.231261031305818,0.232873209051494,0.131676535971501,0.111855138609411,0.0983755936933317,0.0855150287435529,1.3131523974752e-05,0,8.4821039081362e-14,4.12705039206493e-05,0,6.53122000926487e-12
"cg13511387",0.0187444270107157,0.00304118158778738,0.0188627306391858,0.00234279783138372,0.0184599732184936,0.00313179276789815,0.0186096191665923,0.00276111689937484,0.433611696327286,0.709119707288687,0.952563313442195,0.502076701010542,0.74797558166067,0.952563313442195
"cg13565575",0.157118208593375,0.0215250903829283,0.438421242166549,0.212984160285942,0.147145305560016,0.109000306052953,0.122204207206431,0.0885622250056279,2.55624410527844e-11,1.5709655798446e-13,2.34608577009965e-09,1.711572140056e-10,8.64031068914528e-13,3.28452007813951e-08
"cg13667638",0.115757241540761,0.0247915999797499,0.296938773799694,0.206971617844075,0.127138531680952,0.0776560789185935,0.131033140506619,0.0496423960065428,2.46606766118873e-08,0.00496982841831495,0.233687995481697,9.99406367955433e-08,0.00831906061326633,0.285618661144297
"cg13798621",0.745737487149124,0.0738612858149086,0.640316930063723,0.147204385716947,0.717665848171518,0.11893576825234,0.567942796739518,0.165806583778038,0.00578356990511941,0.0550582142460692,8.76944596939211e-08,0.0102375835102114,0.0700740908586335,7.90313699407606e-07
"cg14119350",0.0934911457394147,0.0232868658987916,0.262570851807278,0.18543463427795,0.105114203823646,0.0573587249206183,0.0921343879880806,0.0368285651833834,3.5022413265362e-05,0.541634577253474,0.185539694521999,9.98787341271436e-05,0.587406513359401,0.240110192910823
"cg14173476",0.715466363402004,0.0439506000118295,0.927251441641885,0.0254421302665277,0.936716983598725,0.0279960718784583,0.810364848801354,0.181054102040401,0,0,1.49472323407451e-10,0,0,4.6037475609495e-09
"cg14427563",0.956806741897353,0.015347174718508,0.86933697187298,0.180300242913175,0.950190660564635,0.0270074651338812,0.946999178270209,0.0214934901574439,6.32453191209414e-05,0.000479248661812148,0.00675404259847801,0.000173924627582589,0.000984057252254278,0.0144461466689668
"cg14812313",0.98591591026386,0.0027051801683663,0.982180159728437,0.0102295590567589,0.982699808786206,0.0339393058993485,0.97669178629014,0.0246673633279068,0.0360611719847715,0.0533588737965447,0.00634046980291292,0.0528897189109983,0.0684772213722324,0.0137525683049097
"cg14825094",0.0538140494443532,0.0123094940528751,0.0586382905745475,0.0188972251602809,0.0582891453362169,0.0135723358849241,0.0633915902925131,0.0183335863545237,0.264520811854506,0.00752431019076705,0.011297703195526,0.318251601762452,0.011704482518971,0.0223057216937309
"cg14837598",0.336781751588389,0.0617815732020205,0.40528343340774,0.19699634419991,0.295795666906984,0.155047970138825,0.37288017106371,0.13454721654111,0.0138900645180406,2.34835525358967e-07,0.179676036616874,0.0216067670280632,6.69716127875573e-07,0.234492454567785
"cg14841337",0.0523846269269417,0.0152274222227125,0.324150358804394,0.234019029863061,0.0839589506773346,0.100764481155553,0.0690955074732727,0.0475822103240406,2.14570583523255e-11,0.0226454894237413,0.532311968539054,1.65219349312906e-10,0.0314180664077132,0.581390376985917
"cg14906304",0.973394620578888,0.00721494140696075,0.876320220780671,0.160277909881754,0.969359376492261,0.0160827293474036,0.966027430128054,0.0110578975315606,2.66025304158646e-05,6.56528789390043e-05,1.65993925632657e-05,7.72979185668518e-05,0.000140424213286204,8.24614985400941e-05
"cg15255086",0.405173345605578,0.0359734029720754,0.446889190780104,0.207501002360597,0.632139932968842,0.159852599456058,0.370969605403131,0.138789415599933,0.00225545586631171,0,0.0349724012971078,0.00423585613917077,0,0.0612017022699386
"cg15471197",0.920184938741478,0.0173775139424662,0.909095406061718,0.0154402760549291,0.915067923150404,0.0154818002502091,0.917169242157354,0.0176817560120415,0.00106958585665118,0.0308090874617217,0.211606404199084,0.00211355153591613,0.0412573866878708,0.264938099566333
"cg15595571",0.940615980937429,0.016031245525571,0.942586575569531,0.0189421296613238,0.937600007593326,0.0237232191480975,0.936670283580315,0.0192503259118326,0.27701540612366,0.167127047176969,0.127081151737177,0.328156711869566,0.20107472863479,0.179545847408488
"cg15648792",0.655693180783105,0.0569195572691323,0.839465698863938,0.1164171229319,0.748685217780737,0.150124838285056,0.698783071925278,0.142196130653033,2.14570583523255e-11,6.78339606707823e-11,0.00119930608423591,1.65219349312906e-10,2.74906051139486e-10,0.00318436443055741
"cg15700022",0.848488137463456,0.0400597606125227,0.840403844542395,0.0743995351243796,0.871453333279812,0.0426516281103644,0.790908279924066,0.127298971674416,0.156477208302472,0.00255113737956758,0.0159088189125751,0.19752041048017,0.00462206066415773,0.0295175676209225
"cg15771941",0.95506498670756,0.0176320258918344,0.944826286332655,0.0307430239707695,0.952928136578103,0.00932124706336411,0.931343203053256,0.0709257650996715,0.0086939877807628,0.00072673453667127,0.0010112262045342,0.014712902398214,0.00143483485445353,0.00278087206246905
"cg16105676",0.120989110003911,0.0205328262149379,0.403978213964825,0.195060637740527,0.126032546679781,0.0891716167595026,0.129920674685934,0.0875851555233016,1.26831878333178e-12,9.71987874764935e-06,0.0366666503874814,1.14894760372408e-11,2.41429246312581e-05,0.062740712885246
"cg16215362",0.869699684701465,0.0827275142165297,0.937865464162147,0.0817483602830911,0.934315400442737,0.085817568813169,0.916666639773453,0.117857564732811,9.00189449903888e-06,1.7569723453903e-11,4.0347445542821e-05,2.94955692096167e-05,7.51593725528071e-11,0.000177528760388412
"cg16253142",0.0112635175312805,0.00158465675446041,0.0126578466000653,0.00213250507869617,0.0121840094180809,0.00189002723353103,0.0121006963680658,0.00175595644612539,0.0265591649805198,0.00901302882164545,0.0395840197541583,0.0397098194854374,0.0137426380052812,0.0669883411224217
"cg16394290",0.533614688526714,0.0567797403768497,0.705224034658053,0.087306364858616,0.750375839601641,0.131708759085745,0.552095893978079,0.18874292482957,5.88671555945552e-10,0,0.00460581458763643,3.35760813391167e-09,0,0.0101327920928001
"cg16558358",0.030851355075844,0.00683828353646076,0.039400815855472,0.0106849781458903,0.0348506925892468,0.00930640871729343,0.0333966853276396,0.00925898327653274,0.000553864436959484,0.00661481144611364,0.127081151737177,0.00125434004840824,0.0105018655948608,0.179545847408488
"cg16680873",0.817123300874622,0.0279919843280911,0.665362546283227,0.151141456821072,0.798881000490054,0.0933897124531745,0.719999159465416,0.161282263809448,3.4310016960859e-07,0.0222105321851804,0.00460581458763643,1.2580339552315e-06,0.0313253801864189,0.0101327920928001
"cg16793150",0.0508156492252021,0.00975682378082092,0.0498418280579631,0.0117496407360659,0.0482902165113888,0.00914885481360306,0.0504482992688823,0.0101865564344716,0.511864688357191,0.155298696231313,0.853464078855435,0.583904903755611,0.191327993756977,0.870420318832695
"cg16956007",0.908745329164948,0.0169854912391957,0.908498383315954,0.0166401776220601,0.910944388919861,0.0164852117280467,0.899989698638793,0.0271481675525208,0.777687814145767,0.356429978932185,0.0688945983634259,0.825958092265159,0.409628483250422,0.111681769978606
"cg17108819",0.0873335762398971,0.0150627927829789,0.348056019474866,0.226649050111566,0.0840392141347371,0.0499596864304675,0.0886986009100679,0.0652529453899677,4.31849055404498e-08,4.5689534936777e-05,0.00260367094783942,1.66261886330732e-07,9.91012447924458e-05,0.00636452898360747
"cg17794169",0.0143829511285746,0.00167128073880545,0.0162423270583144,0.00244706475513765,0.0157677298125907,0.00255517042284426,0.015231968203925,0.00295065665304219,0.000123244382967624,0.000125283326519177,0.130750023716608,0.000321688728423969,0.000260724760593962,0.183050033203252
"cg17857870",0.817029471672461,0.0371127081490299,0.886015823855274,0.0374590546587341,0.906851255265814,0.0290998513605758,0.855373895911181,0.101403849176717,2.14570583523255e-11,0,9.75062356411982e-08,1.65219349312906e-10,0,7.90313699407606e-07
"cg18052528",0.85144432036552,0.050683768630766,0.835548887246733,0.145358009443106,0.901477882415129,0.0473330234578645,0.788129984267031,0.116762106670167,0.0133462031434258,6.35082941791154e-09,0.0144568191601291,0.0211888173617276,2.12614723990952e-08,0.0271506115934132
"cg18207999",0.787690296468922,0.0882728287931114,0.67693951462787,0.154391614510374,0.769913086463854,0.127543211261708,0.544409614454615,0.178630767691424,0.000750519701935515,0.0230326829010701,7.65896912557906e-09,0.00156189235267661,0.0316699389889714,9.82901037782646e-08
"cg18229396",0.780147423851348,0.0427961931071888,0.446364916704506,0.157285755369066,0.760053607983722,0.128161442755118,0.706081410835106,0.145505326823471,0,0.0143748181748236,0.00278109286081896,0,0.0208841698011587,0.00669200469634561
"cg19102713",0.973574000647969,0.00570400436743976,0.886106586991637,0.171705277179222,0.96749103495454,0.00848196343900533,0.968237622185149,0.0109194960763123,1.69505183118535e-05,8.92490518822342e-07,0.011297703195526,5.11839180397144e-05,2.41129017366036e-06,0.0223057216937309
